id,lambda,risk,adaptive,note,load_mae_kw,weekly_mae_kw,n_validation_errors,tune_total_cost,tune_plan_cost,tune_emergency_cost,tune_emergency_kwh,tune_emergency_days,tune_curtail_kwh,tune_purchase_kwh,tune_inventory_adjusted,inner_total_cost,inner_plan_cost,inner_emergency_cost,inner_emergency_kwh,inner_emergency_days,inner_curtail_kwh,inner_purchase_kwh,inner_inventory_adjusted,select_total_cost,select_plan_cost,select_emergency_cost,select_emergency_kwh,select_emergency_days,select_curtail_kwh,select_purchase_kwh,select_inventory_adjusted,oos_total_cost,oos_plan_cost,oos_emergency_cost,oos_emergency_kwh,oos_emergency_days,oos_curtail_kwh,oos_purchase_kwh,oos_inventory_adjusted,full_total_cost,full_plan_cost,full_emergency_cost,full_emergency_kwh,full_emergency_days,full_curtail_kwh,full_purchase_kwh,full_inventory_adjusted,full_vs_official
P_official,1.0,split,True,D_pv7d_adaptive,136.4244644049466,318.5366762386162,0,5739936.3452173155,5520699.101445236,219237.24377207935,36149.10343442663,46,1272087.731030437,9141047.67284422,5741575.645071466,3374577.086786068,3320372.867558266,54204.21922780185,8585.811998399982,17,760492.8883234716,5521341.114267199,3376384.4715418597,2365359.258431248,2200326.23388697,165033.0245442775,27563.29143602665,29,511594.8427069656,3619706.5585770207,2365191.1735296077,7957562.824562119,7704618.900893975,252943.92366814445,43740.63265211324,92,1254634.2898712219,12441547.17411241,7957843.946343763,13697499.169779435,13225318.002339212,472181.16744022374,79889.73608653988,138,2526722.0209016586,21582594.84695663,13699419.591415228,0.0
P_G1,1.0,split,False,fixed q=0.8 pure XGB,136.4244644049466,318.5366762386162,0,5752019.107827847,5498680.987604624,253338.12022322242,41734.09940964128,50,1244315.2503591022,9108464.18411827,5753658.407681998,3377440.851891596,3320311.787083762,57129.06480783354,9042.487931658317,19,760990.7011518356,5521360.89290806,3379309.556804249,2374578.255936251,2178369.200520862,196209.05541538887,32691.611477982966,31,483324.5492072663,3587103.29121021,2374348.8508777493,8013148.473908133,7871092.474946132,142055.99896199984,25176.328228604394,70,1473730.409929648,12667086.1399328,8013376.790633069,13765167.58173598,13369773.462550757,395394.11918522225,66910.42763824567,120,2718045.66028875,21775550.32405107,13767035.198315067,67668.41195654497
P_best_net_fixed,1.0,net,False,best net OOS G4,136.4244644049466,318.5366762386162,0,5740455.485287093,5421981.642614669,318473.84267242387,51935.60546468324,56,1132604.6446460793,8990759.006276,5742094.815440699,3357716.018213298,3268188.8469091114,89527.17130418649,14150.25123466996,23,683886.064718465,5442469.81258272,3359584.729372501,2382739.467073795,2153792.7957055573,228946.67136823735,37785.35423001329,33,448718.57992761454,3548289.1936932798,2382510.0860681986,7974097.2886415385,7770143.3335433565,203953.95509818193,35393.41068373325,78,1328721.0993875149,12517708.73864215,7974325.2048787195,13714552.773928631,13192124.976158023,522427.79777060583,87329.01614841651,134,2461325.7440335946,21508467.744918153,13716420.020319419,17053.604149196297
