date,q_load,q_pv,q_source,soc0_actual,soc24_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh,n_simultaneous_plan,max_unserved_kwh
2025-04-16,0.8,0.2,fixed,1691.126246259259,1575.2302447037039,62624.151979999995,37213.480839485,0.0,0.0,37213.480839485,3237.8511183950645,0,0.0
2025-04-17,0.8,0.2,fixed,1575.2302447037039,1959.7558146666643,62936.05899,37513.799022277,0.0,0.0,37513.799022277,5764.391660164615,0,0.0
2025-04-18,0.8,0.2,fixed,1959.7558146666643,2414.864097555556,28270.304382000002,14356.491939679101,0.0,0.0,14356.491939679101,19031.28454438683,0,0.0
2025-04-19,0.8,0.2,fixed,2414.864097555556,2226.7680812962935,27200.133283,13838.269282637499,0.0,0.0,13838.269282637499,18400.823343987653,0,0.0
2025-04-20,0.8,0.2,fixed,2226.7680812962935,2051.8895418888906,61174.700112000006,36467.5869485926,0.0,0.0,36467.5869485926,5688.004352246911,0,0.0
2025-04-21,0.8,0.2,fixed,2051.8895418888906,1619.050161185187,60927.945437,36255.858153810805,0.0,0.0,36255.858153810805,9342.899354407415,0,0.0
2025-04-22,0.8,0.2,fixed,1619.050161185187,1646.2712795925947,59330.476435000004,35234.475857069,0.0,0.0,35234.475857069,3593.372117016472,0,0.0
2025-04-23,0.8,0.2,fixed,1646.2712795925947,1832.5549755185202,60548.266441,35863.7935276614,0.0,0.0,35863.7935276614,5405.211616020578,0,0.0
2025-04-24,0.8,0.2,fixed,1832.5549755185202,1946.602541703707,60828.547192,36189.641228250795,0.0,0.0,36189.641228250795,10005.373728131693,0,0.0
2025-04-25,0.8,0.2,fixed,1946.602541703707,1993.7468339629647,27036.546327,13505.401190236098,0.0,0.0,13505.401190236098,22627.349354493832,0,0.0
2025-04-26,0.8,0.2,fixed,1993.7468339629647,1931.446330481484,26574.734818799996,13273.39778136208,0.0,0.0,13273.39778136208,24433.678261511937,0,0.0
2025-04-27,0.8,0.2,fixed,1931.446330481484,1554.4437415555565,57299.971257,34164.2474022631,3.5600738666644247,24.835075293851027,34189.08247755695,5434.581111403297,0,0.0
2025-04-28,0.8,0.2,fixed,1554.4437415555565,1562.2416031481487,57406.688527,34222.3222148372,3088.5661929333323,20923.88259909859,55146.204813935794,613.2536102469176,0,0.0
2025-04-29,0.8,0.2,fixed,1562.2416031481487,1629.030780000001,57316.304777,34016.2660209538,623.5083160333351,4349.594012648546,38365.860033602345,7057.069349465025,0,0.0
2025-04-30,0.8,0.2,fixed,1629.030780000001,1607.933201407409,57588.706345,34234.235173941204,0.0,0.0,34234.235173941204,6009.716919979426,0,0.0
2025-05-01,0.8,0.2,fixed,1607.933201407409,1207.7181540000001,57887.998575000005,34584.0538328982,2063.3299504000006,10884.06102335947,45468.11485625767,5424.759138004123,0,0.0
2025-05-02,0.8,0.2,fixed,1207.7181540000001,1200.0,27968.214684999995,14182.3850674234,1330.1750844999956,7526.1345612821715,21708.519628705573,12499.293103127573,0,0.0
2025-05-03,0.8,0.2,fixed,1200.0,1201.2067063703703,27799.716033,14098.425006465,861.0857404999992,4442.705545045396,18541.130551510396,17465.13352250617,0,0.0
2025-05-04,0.8,0.2,fixed,1201.2067063703703,1200.161613,60755.68122,36282.669251532,1115.226917666666,5800.665589173732,42083.334840705735,6842.2770622633825,0,0.0
2025-05-05,0.8,0.2,fixed,1200.161613,1213.072494,62219.26048999999,37383.80390828999,361.6089649333358,2304.7811848077536,39688.58509309775,3608.264210452682,0,0.0
2025-05-06,0.8,0.2,fixed,1213.072494,1286.9099040000003,60540.973753,36466.448642833,646.4543747333311,2411.417013580836,38877.86565641384,4455.162581724286,0,0.0
2025-05-07,0.8,0.2,fixed,1286.9099040000003,1281.289341,61335.614929,36809.76138155459,1049.9767822666654,6490.27453301901,43300.0359145736,3653.166862551446,0,0.0
2025-05-08,0.8,0.2,fixed,1281.289341,1246.785543703704,62989.582452999995,38082.54576076,208.88569559999922,1187.509550717896,39270.055311477896,3604.161823909466,0,0.0
2025-05-09,0.8,0.2,fixed,1246.785543703704,2000.978608240743,29706.02464475,15603.414604024776,0.0,0.0,15603.414604024776,17879.39561182716,0,0.0
2025-05-10,0.8,0.2,fixed,2000.978608240743,1291.979748,28188.210753,14853.540758015399,85.60521126666528,181.33311191039707,15034.873869925796,14687.887976666665,0,0.0
2025-05-11,0.8,0.2,fixed,1291.979748,1200.0,62837.955028,37676.4275218792,368.9854105999977,2415.1946580136537,40091.62217989286,4308.661681209889,0,0.0
2025-05-12,0.8,0.2,fixed,1200.0,1437.62452262963,63538.30542,38000.575406592005,138.23503669999536,809.7947475325014,38810.3701541245,8259.519657119337,0,0.0
2025-05-13,0.8,0.2,fixed,1437.62452262963,1274.030965740741,61166.883398000005,36430.8649812202,528.877366666665,3313.752367361656,39744.61734858186,5224.153465201659,0,0.0
2025-05-14,0.8,0.2,fixed,1274.030965740741,1200.0,62305.333620000005,37242.29941805999,353.83417173333237,1650.7868102284947,38893.086228288485,6294.7853672839565,0,0.0
2025-05-15,0.8,0.2,fixed,1200.0,1364.1645152222225,63003.635556,37654.6436867209,33.21233149999871,70.26386077933051,37724.907547500225,6353.823288205758,0,0.0
2025-05-16,0.8,0.2,fixed,1364.1645152222225,1200.0,27932.652818,14437.165556122502,89.45065533333523,190.45099501833735,14627.616551140838,23154.607906395064,0,0.0
2025-05-17,0.8,0.2,fixed,1200.0,1245.6691827777775,27854.997707000002,14335.392079454901,426.2149020666617,2506.8771455900337,16842.269225044936,15606.599855432101,0,0.0
2025-05-18,0.8,0.2,fixed,1245.6691827777775,1281.4943619629635,60970.4165688,36613.256027663796,5.236666666666679,35.318698333333415,36648.57472599713,3667.9912774938325,0,0.0
2025-05-19,0.8,0.2,fixed,1281.4943619629635,1287.316820444445,60654.005437,36293.4290276408,204.8718675333331,1405.5868765857656,37699.015904226566,9996.902079839509,0,0.0
2025-05-20,0.8,0.2,fixed,1287.316820444445,1200.0,58971.74452,35296.558636083995,543.5860001666637,2958.368396295701,38254.927032379695,1586.5507361728387,0,0.0
2025-05-21,0.8,0.2,fixed,1200.0,1200.0,59957.029332000006,35886.357338402,798.2186359333316,4781.85411824199,40668.211456643985,6193.1058079300465,0,0.0
2025-05-22,0.8,0.2,fixed,1200.0,1586.6121203333346,60313.8723982,36238.17160271012,39.25269260000266,273.23182857761856,36511.40343128774,5565.190595110288,0,0.0
2025-05-23,0.8,0.2,fixed,1586.6121203333346,1544.093419407411,27256.239514,14076.4897299249,0.0,0.0,14076.4897299249,18543.771752654324,0,0.0
2025-05-24,0.8,0.2,fixed,1544.093419407411,1481.5000861111112,27216.679367,14130.319812869599,0.0,0.0,14130.319812869599,21402.67162737038,0,0.0
