date,period,emergency_kwh
2025-03-20,9:30-10:00,119.16862556666493
2025-03-20,20:30-20:40,157.78175353333006
2025-03-20,21:20-21:40,40.767643899999754
2025-09-23,20:20-20:40,242.39052459999755
2025-09-23,20:50-21:10,80.51125269999997
2025-09-23,21:20-21:40,9.818183999999949
2025-09-23,21:50-22:00,9.512251233333336
2025-09-23,22:20-22:30,3.3238105666664524
2025-12-21,7:50-8:00,5.77374999999995
2025-12-21,20:30-20:40,140.99384233333217
