date,official,q_load,q_pv,q_source,feature_value,feature_percentile,soc0_actual,soc24_actual,soc24_plan,purchase_kwh,plan_cost,emergency_kwh,emergency_slots,emergency_cost,total_cost,curtail_kwh,net_alpha,rho,terminal_soc
2025-05-10,True,0.8,0.2,netrho,,,4735.733527074075,3796.812743703705,2400.0,29248.8564948,12905.02062388722,0.0,0,0.0,12905.02062388722,15417.684848185181,0.8,0.625,2400.0
2025-05-11,True,0.8,0.2,netrho,,,3796.812743703705,2973.3666509259283,2400.0,62923.6770733,38864.56037057718,53.16201666666677,3,357.5388278916674,39222.099198468844,4914.0640297983655,0.8,0.625,2400.0
2025-05-12,True,0.8,0.2,netrho,,,2973.3666509259283,3486.5501181111144,2400.0,64378.378950000006,39642.11077883699,0.0,0,0.0,39642.11077883699,8692.672901275724,0.8,0.625,2400.0
2025-05-13,True,0.8,0.2,netrho,,,3486.5501181111144,2580.2567122592595,2400.0,60444.378539000005,36130.6999295369,261.14747716666636,6,1588.7501117360148,37719.45004127292,4714.189257271615,0.8,0.625,2400.0
2025-05-14,True,0.8,0.2,netrho,,,2580.2567122592595,2848.656238851854,2400.0,62412.938558,37484.40589442501,0.0,0,0.0,37484.40589442501,5677.848097325105,0.8,0.625,2400.0
2025-05-15,True,0.8,0.2,netrho,,,2848.656238851854,3422.4607953703708,2400.0,63570.26229,38582.645976618995,0.0,0,0.0,38582.645976618995,6354.922757860088,0.8,0.625,2400.0
2025-05-16,True,0.8,0.2,netrho,,,3422.4607953703708,3314.260077370369,2400.0,28958.906794000002,12188.646152826599,0.0,0,0.0,12188.646152826599,23554.752323135806,0.8,0.625,2400.0
2025-05-17,True,0.8,0.2,netrho,,,3314.260077370369,3165.253659555558,2400.0,28905.271459,12097.0610045919,0.0,0,0.0,12097.0610045919,15862.310607917694,0.8,0.625,2400.0
2025-05-18,True,0.8,0.2,netrho,,,3165.253659555558,3426.4123416296325,2400.0,61453.58194800001,37521.4665599032,5.236666666666679,1,34.42846500000008,37555.8950249032,4084.0227175473333,0.8,0.625,2400.0
2025-05-19,True,0.8,0.2,netrho,,,3426.4123416296325,2932.9291379629635,2400.0,60990.789926,36431.8879905096,79.23650000000009,2,550.829460833334,36982.71745134293,10693.883299827166,0.8,0.625,2400.0
2025-05-20,True,0.8,0.2,netrho,,,2932.9291379629635,2475.510997555557,2400.0,58547.389028000005,35234.8823832825,16.885128466667425,1,112.8939689281384,35347.77635221064,1036.4098012345667,0.8,0.625,2400.0
2025-05-21,True,0.8,0.2,netrho,,,2475.510997555557,2453.972616444445,2400.0,60352.246891999996,36466.119910956004,124.23163950000458,4,739.2351634236982,37205.3550743797,5761.066733580254,0.8,0.625,2400.0
2025-05-22,True,0.8,0.2,netrho,,,2453.972616444445,3439.4713522592606,2400.0,60941.926917000004,36731.34281724261,2.57000000000005,1,16.86434000000033,36748.20715724261,5575.9925700864205,0.8,0.625,2400.0
2025-05-23,True,0.8,0.2,netrho,,,3439.4713522592606,3691.944023370374,2400.0,28742.183777000002,11874.0887108189,0.0,0,0.0,11874.0887108189,19140.554350909468,0.8,0.625,2400.0
2025-05-24,True,0.8,0.2,netrho,,,3691.944023370374,3619.9061143333333,2400.0,28160.387932999998,12150.915596187198,0.0,0,0.0,12150.915596187198,21993.487601827164,0.8,0.625,2400.0
2025-05-25,True,0.8,0.2,netrho,,,3619.9061143333333,3060.9777116666683,2400.0,59728.94356,35927.107693469006,12.048766666666666,1,78.16034936666667,36005.268042835676,8199.441011769553,0.8,0.625,2400.0
2025-05-26,True,0.8,0.2,netrho,,,3060.9777116666683,3023.3745639259328,2400.0,59214.0603,35761.00710608,0.0,0,0.0,35761.00710608,1116.637630617283,0.8,0.625,2400.0
2025-05-27,True,0.8,0.2,netrho,,,3023.3745639259328,2454.467008666667,2400.0,57644.809068999995,34382.2188002347,42.20386999999778,2,281.17837941831857,34663.397179653024,4929.173595954742,0.8,0.625,2400.0
2025-05-28,True,0.8,0.2,netrho,,,2454.467008666667,2741.3625768148154,2400.0,58380.95435100001,35107.1032926252,0.0,0,0.0,35107.1032926252,2302.9712719423933,0.8,0.625,2400.0
2025-05-29,True,0.8,0.2,netrho,,,2741.3625768148154,3036.8205645185208,2400.0,59505.586304,36090.856692143396,17.817433333333497,1,119.80442173333444,36210.66111387673,1244.8813314444496,0.8,0.625,2400.0
2025-05-30,True,0.8,0.2,netrho,,,3036.8205645185208,3802.8909815555553,2400.0,29176.325943000003,12392.7883746847,0.0,0,0.0,12392.7883746847,18864.20493423869,0.8,0.625,2400.0
2025-05-31,True,0.8,0.2,netrho,,,3802.8909815555553,3562.7635910370354,2400.0,28672.461780600002,11262.68046683546,0.0,0,0.0,11262.68046683546,17252.1332401893,0.8,0.625,2400.0
2025-06-01,True,0.8,0.2,netrho,,,3562.7635910370354,1950.0,2400.0,60315.32325,40022.12606469101,11850.753195566662,82,66413.65370950033,106435.77977419134,74.80545000000063,0.8,0.625,2400.0
2025-06-02,True,0.8,0.2,netrho,,,1950.0,2226.031549074074,2400.0,69112.2380464,45080.47729759652,5068.8155807999965,36,31567.226064450762,76647.70336204728,1430.2544466666677,0.8,0.625,2400.0
2025-06-03,True,0.8,0.2,netrho,,,2226.031549074074,2335.9479720370373,2400.0,68553.5080047,44766.51240251686,3826.8107887766664,33,23782.026333544978,68548.53873606183,321.2756533333344,0.8,0.625,2400.0
2025-06-04,True,0.8,0.2,netrho,,,2335.9479720370373,2452.167405185186,2400.0,73624.08115700001,48880.5336064765,823.8396973999994,6,5710.73106934263,54591.264675819126,560.5323033333344,0.8,0.625,2400.0
2025-06-05,True,0.8,0.2,netrho,,,2452.167405185186,2740.517986444446,2400.0,76094.3423225,51303.562705843506,558.555652161665,7,3792.771454341424,55096.33416018493,821.7105363374512,0.8,0.625,2400.0
2025-06-06,True,0.8,0.2,netrho,,,2740.517986444446,2098.5131722222222,2400.0,32532.058223000004,15540.087102685004,3559.153652199994,28,18810.978714551384,34351.06581723639,2869.8630215637877,0.8,0.625,2400.0
2025-06-07,True,0.8,0.2,netrho,,,2098.5131722222222,2727.54195437037,2400.0,35926.8715983,17537.29300258746,223.38050876666443,1,1429.1884950891192,18966.481497676577,1532.9058788930024,0.8,0.625,2400.0
2025-06-08,True,0.8,0.2,netrho,,,2727.54195437037,3580.463527555556,2400.0,82657.87909,55608.9223372476,0.0,0,0.0,55608.9223372476,13515.915529028814,0.8,0.625,2400.0
2025-06-09,True,0.8,0.2,netrho,,,3580.463527555556,2893.694708555556,2400.0,79854.10012,54772.31127606949,151.30035129999987,5,1067.0444301760158,55839.35570624551,6033.70995386009,0.8,0.625,2400.0
2025-06-10,True,0.8,0.2,netrho,,,2893.694708555556,2614.1298642222223,2400.0,79496.554777,53548.213200764294,39.20190500000024,4,271.90407900650166,53820.1172797708,4046.315585555557,0.8,0.625,2400.0
2025-06-11,True,0.8,0.2,netrho,,,2614.1298642222223,2713.8330185555556,2400.0,79139.520369,52874.997488451496,3261.4620027999945,18,20134.401330526845,73009.39881897834,2035.3796417695528,0.8,0.625,2400.0
2025-06-12,True,0.8,0.2,netrho,,,2713.8330185555556,3406.750396703706,2400.0,82977.71268699999,56622.8259179547,0.0,0,0.0,56622.8259179547,5489.054791876545,0.8,0.625,2400.0
2025-06-13,True,0.8,0.2,netrho,,,3406.750396703706,4608.306675777776,2400.0,39558.42437580001,20252.03200621136,0.0,0,0.0,20252.03200621136,7153.3107312814855,0.8,0.625,2400.0
