date,official,soc0_actual,soc24_actual,soc24_plan,purchase_kwh,plan_cost,emergency_kwh,emergency_slots,emergency_cost,total_cost,curtail_kwh
2025-08-15,True,1841.0451426666693,1944.76707862963,1200.0,40641.581089,22804.4975552237,0.0,0,0.0,22804.4975552237,20720.78066887243
2025-08-16,True,1944.76707862963,1966.957943518518,1200.0,41045.970709,22707.713398104,19.79054923333274,1,49.001399901731865,22756.71479800573,21167.431556695476
2025-08-17,True,1966.957943518518,2190.3604017407415,1200.0,75325.10192,53975.33081806899,75.09001999999998,3,625.9073471033332,54601.238165172326,8477.049836543209
2025-08-18,True,2190.3604017407415,2149.58599862963,1200.0,74774.89285,54167.337997261,85.03032333333374,4,721.5329087966701,54888.870906057666,6624.0393819753135
2025-08-19,True,2149.58599862963,1867.4910825925922,1200.0,73520.00766,53467.850653748,136.03337,4,1157.570215598333,54625.42086934633,6093.581010493829
2025-08-20,True,1867.4910825925922,1583.4805794814815,1200.0,73100.09154,53580.081077723,1999.554242799993,9,15192.27083216266,68772.35190988566,1039.1778697119335
2025-08-21,True,1583.4805794814815,2016.1450307777775,1200.0,75096.54437,54338.04133642901,4.895746666666582,1,40.152466286665984,54378.19380271567,5155.891516131689
2025-08-22,True,2016.1450307777775,1653.9073541111122,1200.0,41072.846126,23112.2818234084,0.0,0,0.0,23112.2818234084,17433.574199382718
2025-08-23,True,1653.9073541111122,2006.1734911111118,1200.0,41524.988493,22933.552220355603,0.0,0,0.0,22933.552220355603,16240.429010753087
2025-08-24,True,2006.1734911111118,2187.978003074077,1200.0,76240.88446,54943.055098111,0.0,0,0.0,54943.055098111,8623.734932263375
2025-08-25,True,2187.978003074077,1857.822558111115,1200.0,76673.43028,55656.37263815,1.4399033333334046,1,12.072149546667264,55668.444787696666,2352.8584999588556
2025-08-26,True,1857.822558111115,2214.3122171851855,1200.0,76430.33942999999,54220.631743046004,13.598273333333509,2,114.82869303166815,54335.46043607767,6715.642856831289
2025-08-27,True,2214.3122171851855,1657.523175259266,1200.0,75569.451394,53858.0204755856,12.062227333333453,2,97.67420521366763,53955.69468079927,4089.0155843209895
2025-08-28,True,1657.523175259266,1876.233252925928,1200.0,76877.501685,55439.626671572,40.76988333333327,3,341.25654588499947,55780.883217457,1765.4543334362259
2025-08-29,True,1876.233252925928,2276.3998495925953,1200.0,42623.212891,23803.12265628,0.0,0,0.0,23803.12265628,16740.067356267493
2025-08-30,True,2276.3998495925953,1732.6594027777808,1200.0,41732.543766,23081.2893005546,0.0,0,0.0,23081.2893005546,20946.914393901236
2025-08-31,True,1732.6594027777808,2393.9571011851867,1200.0,78569.76881000001,55914.431252678005,12.62863666666658,1,107.55809848999925,56021.989351168006,7348.626918559683
2025-09-01,True,2393.9571011851867,6388.127386481483,1200.0,78062.462068,50174.554983044596,0.0,0,0.0,50174.554983044596,16994.969034691363
2025-09-02,True,6388.127386481483,2969.1837528518545,1200.0,61077.442783,39220.3624003285,0.0,0,0.0,39220.3624003285,6918.339853242805
2025-09-03,True,2969.1837528518545,1703.0636567407394,1200.0,63814.3417056,40779.97531284804,15.000043733333428,2,102.06599245148396,40882.04130529952,5758.183560617292
2025-09-04,True,1703.0636567407394,1846.7590888888897,1200.0,64756.42229125001,40478.81823523942,71.07121891666986,2,494.68017991764725,40973.49841515707,6661.083121728398
2025-09-05,True,1846.7590888888897,5303.990714666664,1200.0,40347.098297,19481.3278185386,0.0,0,0.0,19481.3278185386,27124.99475403704
2025-09-06,True,5303.990714666664,3564.9858320370404,1200.0,31742.903656,15085.492431210203,0.0,0,0.0,15085.492431210203,23055.374048427977
2025-09-07,True,3564.9858320370404,2490.3250967963013,1200.0,62575.12223685,39553.611841723716,10.860564066666711,1,73.2273532195003,39626.83919494322,4723.670217995892
2025-09-08,True,2490.3250967963013,1200.0,1200.0,60194.539009,37908.757763974994,2340.8547981166616,15,13920.722007697072,51829.479771672064,480.4996600000022
2025-09-09,True,1200.0,1483.547854111112,1200.0,63311.882159999994,39562.726944956,532.0449785000033,7,3316.6405240011904,42879.367468957185,6341.317950000007
2025-09-10,True,1483.547854111112,1366.1413781481485,1200.0,62747.556497,39946.7072414733,3100.4652169666624,16,19195.419069996206,59142.1263114695,712.4375099176964
2025-09-11,True,1366.1413781481485,1978.327936555555,1200.0,66902.34505050001,41835.796547171434,6.071666666666715,1,40.549625833333664,41876.34617300477,8592.71334425515
2025-09-12,True,1978.327936555555,1967.5752599259267,1200.0,33540.079117,14847.6040859516,0.0,0,0.0,14847.6040859516,18706.47640960905
2025-09-13,True,1967.5752599259267,1981.726074444444,1200.0,32484.479968000003,14445.7877026306,0.0,0,0.0,14445.7877026306,21414.105165061734
2025-09-14,True,1981.726074444444,1538.368357037038,1200.0,65986.91443,42366.161193046995,3.5550000000000637,1,23.455890000000423,42389.61708304699,2409.5643223045377
2025-09-15,True,1538.368357037038,2237.7146464074112,1200.0,68585.9431123,43535.00236622061,1.1717666666667128,1,7.876615533333644,43542.878981753944,8662.618747942386
2025-09-16,True,2237.7146464074112,1559.952021148148,1200.0,65221.41806,42083.984018052,13.092750000000137,2,88.18761655000094,42172.171634602,2521.062630781902
2025-09-17,True,1559.952021148148,1455.113189592595,1200.0,66558.50169,42220.90096668,7.62916666666672,1,38.19542291666694,42259.09638959666,2610.4748720987714
2025-09-18,True,1455.113189592595,1797.7292240148156,1200.0,68416.18730508,43090.371208569224,19.190433333333317,2,129.40313166666655,43219.77434023589,4799.349382181077
2025-09-19,True,1797.7292240148156,2685.4192380740747,1200.0,34921.3102238,15835.931436319199,0.0,0,0.0,15835.931436319199,14806.875878123457
2025-09-20,True,2685.4192380740747,2230.1473510370383,1200.0,32848.729085,14420.9735658667,0.0,0,0.0,14420.9735658667,14472.915254502062
2025-09-21,True,2230.1473510370383,2160.80745977778,1200.0,70485.47827719999,45565.91878037319,8.44500000000005,1,58.02559500000035,45623.94437537319,8470.413818065856
2025-09-22,True,2160.80745977778,2120.2323493703716,1200.0,69826.2145082,45681.23707757704,0.0,0,0.0,45681.23707757704,5499.148388189305
2025-09-23,True,2120.2323493703716,1765.624040814815,1200.0,69785.109485,44711.3119249415,42.99469793333135,4,232.48509641152387,44943.79702135303,4043.9640396296313
