date,official,q_load,q_pv,q_source,feature_value,feature_percentile,soc0_actual,soc24_actual,soc24_plan,purchase_kwh,plan_cost,emergency_kwh,emergency_slots,emergency_cost,total_cost,curtail_kwh,q_min,k,label
2025-03-02,True,0.7,0.3,rule,283.0384441541291,0.7586206896551724,1755.8011476296292,1239.56888925926,1200.0,74428.1183269,49051.659806544514,1845.3299252066597,9,11346.001523487415,60397.66133003193,274.5854193827205,0.6,0.1,resid_vol7_qmin0.60_k0.10
2025-03-03,True,0.7,0.3,rule,342.2326188451846,1.0,1239.56888925926,1340.140056,1200.0,74067.13854399999,48240.2456385578,2875.000102199996,19,17169.84469944264,65410.09033800044,603.216906460912,0.6,0.1,resid_vol7_qmin0.60_k0.10
2025-03-04,True,0.7,0.3,rule,372.50497368623724,1.0,1340.140056,1200.0,1200.0,72463.294595,46909.6072349183,968.513291846657,11,5431.443570339649,52341.05080525795,88.77210000000048,0.6,0.1,resid_vol7_qmin0.60_k0.10
2025-03-05,True,0.7,0.3,rule,358.3230669660078,0.96875,1200.0,1522.2937746666676,1200.0,74885.076202,47488.36141322499,40.990674100001115,4,257.77711647359047,47746.13852969858,4270.442407201647,0.6,0.1,resid_vol7_qmin0.60_k0.10
2025-03-06,True,0.7,0.3,rule,357.6749816112987,0.9393939393939394,1522.2937746666676,1710.7802728518548,1200.0,76710.64348809999,49510.821893567765,0.0,0,0.0,49510.821893567765,6297.03033442799,0.6,0.1,resid_vol7_qmin0.60_k0.10
2025-03-07,True,0.7,0.3,rule,349.00357098889407,0.9117647058823529,1710.7802728518548,2295.2841832592585,1200.0,34649.071291,14706.0733384736,0.0,0,0.0,14706.0733384736,10075.537476732516,0.6,0.1,resid_vol7_qmin0.60_k0.10
2025-03-08,True,0.7,0.3,rule,366.9897731246558,0.9714285714285714,2295.2841832592585,2162.0120995185216,1200.0,31622.46387,13413.544420322,0.0,0,0.0,13413.544420322,9772.022478847734,0.6,0.1,resid_vol7_qmin0.60_k0.10
2025-03-09,True,0.7,0.3,rule,363.2763279635316,0.9444444444444444,2162.0120995185216,1659.6840905185215,1200.0,74593.2276459,47303.97857903207,0.0,0,0.0,47303.97857903207,7785.856801286842,0.6,0.1,resid_vol7_qmin0.60_k0.10
2025-03-10,True,0.7,0.3,rule,337.09433666547693,0.8108108108108109,1659.6840905185215,1602.5836286296321,1200.0,74108.53223,48374.753618517,0.0,0,0.0,48374.753618517,1977.184285020579,0.6,0.1,resid_vol7_qmin0.60_k0.10
2025-03-11,True,0.7,0.3,rule,312.0000336668382,0.7894736842105263,1602.5836286296321,1373.9083110000004,1200.0,69327.91892,43700.479556298,1172.4430851333277,5,7493.535772529833,51194.01532882783,2690.3677134979457,0.6,0.1,resid_vol7_qmin0.60_k0.10
2025-03-12,True,0.7,0.3,rule,309.96361883866666,0.7692307692307693,1373.9083110000004,1326.248721962962,1200.0,71159.52033,44335.021963563,0.0,0,0.0,44335.021963563,4695.728407160495,0.6,0.1,resid_vol7_qmin0.60_k0.10
2025-03-13,True,0.7,0.3,rule,311.0765744198616,0.775,1326.248721962962,1654.3388706666692,1200.0,73386.10785,47302.247351566,0.0,0,0.0,47302.247351566,1073.3257304526737,0.6,0.1,resid_vol7_qmin0.60_k0.10
2025-03-14,True,0.7,0.3,rule,342.4792806874922,0.8536585365853658,1654.3388706666692,2506.747345000001,1200.0,33212.6281935,13667.3667784963,0.0,0,0.0,13667.3667784963,13307.191942923873,0.6,0.1,resid_vol7_qmin0.60_k0.10
2025-03-15,True,0.7,0.3,rule,342.22687834419185,0.8095238095238095,2506.747345000001,1529.757370296298,1200.0,30837.771816,13089.9296025392,0.0,0,0.0,13089.9296025392,8259.423309374486,0.6,0.1,resid_vol7_qmin0.60_k0.10
