date,total_cost,plan_cost,emergency_cost,emergency_kwh
2025-08-05,53171.42768494579,49113.2387035094,1192.6518818905915,201.05944453333228
2025-08-06,57236.75568269052,55017.748301603395,1508.5652126372238,294.62454840000044
2025-08-07,56279.057352519805,53102.192162570194,2350.392363710912,453.9400092666674
2025-08-08,24062.679066726727,21401.169808482002,2956.545182093824,556.5358099666654
2025-08-09,23267.525882938233,21193.364525459998,1915.0075962492856,458.443563099997
2025-08-10,53659.03165722767,52444.78633847062,947.884176156657,116.78076666666541
2025-08-11,56598.10462908463,48609.5323756542,3692.9379417872365,604.552564899997
2025-08-12,57455.654721633364,52404.41924792332,1565.9536458233065,209.16402666666232
2025-08-13,54484.41623100634,47643.47946376886,243.26500433666615,28.692206666666607
2025-08-14,58156.506814959066,50742.2880435453,4195.83040020447,540.1130979999964
2025-08-15,24367.678219158406,21765.5248759789,2306.755645565171,586.0907855999974
2025-08-16,26042.507812435528,22813.401151716338,3397.8345149920997,636.3109346666658
2025-08-17,54781.81925633636,51213.0183070941,3239.0230443031587,389.7619968333324
2025-08-18,54698.385678377075,51220.087652888804,1744.8446191216713,205.9533533333339
2025-08-19,54793.87653653131,49063.724479208286,2286.9122018354437,316.23848016666506
2025-08-20,60076.20294317895,53999.262370412005,2737.4945979969407,340.9425753266646
2025-08-21,56150.34823746949,51836.05926704699,3421.1904839224953,466.2064350999987
2025-08-22,26384.1473482232,21828.310322802397,3927.5560535404657,925.7882345233277
2025-08-23,23231.61210205296,20791.0853437718,1604.4868294706607,298.40633156666775
2025-08-24,54352.22584178939,50854.590694034,1089.691832996888,265.68518046666713
2025-08-25,60365.04693546989,64644.28920255101,484.99328674787466,62.44061373333616
2025-08-26,52638.0955266145,50693.5305564968,465.17829515916765,55.032105000000115
2025-08-27,57118.14397207311,49392.02343042434,1126.60061110902,162.5170765666651
2025-08-28,60443.5340961006,49288.9143343863,1528.9467304955963,274.7247745333324
2025-08-29,24348.126162855646,23114.26647902812,1745.461215149985,276.29519999999764
2025-08-30,25400.922769362787,22119.7293727126,3249.2278736011876,783.5381788666634
2025-08-31,54940.38151644837,50364.0985822954,2237.1492344016565,270.4741809999988
2025-09-01,45467.25773425613,49304.83248329745,0.0,0.0
2025-09-02,38062.62598734512,34890.2546299498,559.0354681035209,84.07728576666477
2025-09-03,40739.20184129176,38801.844628315,288.30530359125663,95.64347156666136
2025-09-04,40151.96184677957,37913.822864239,751.3801198436147,110.63649109999972
2025-09-05,16724.501633214153,18180.456269558803,0.0,0.0
2025-09-06,14434.70661688295,14779.9231054413,0.0,0.0
2025-09-07,42984.95366524419,35450.1341518713,136.11534250000022,20.1876666666667
2025-09-08,47655.36173597842,37713.420958667004,3195.6987781051166,794.6503021333331
2025-09-09,42537.23993829301,35107.846212772,1602.949845504512,240.7747786666683
2025-09-10,47306.21393067231,39385.7768934087,2121.805278749158,399.35970680000116
2025-09-11,41419.10028035104,41255.872809256,1571.9183264981493,309.3621165333305
2025-09-12,15024.37462354111,13885.047310170501,445.74818863870814,218.56785803333082
2025-09-13,14792.237369883334,13484.5863957245,58.995153971983434,34.002387900000045
2025-09-14,44563.532138146664,44740.8411864455,959.7026850249204,367.05702336666377
2025-09-15,44430.32676540925,38641.883707345994,3820.3517663236535,668.7342990666641
2025-09-16,45668.47396938216,43304.231513624,891.3569907899093,166.887125066663
2025-09-17,44713.64563126815,41546.407318683,1908.0242943847477,390.3395898999971
2025-09-18,46231.07046990484,38339.7698083498,2630.9067426654265,436.3029607666652
2025-09-19,15218.7079680562,15050.271365197601,0.0,0.0
2025-09-20,15601.046468993118,13631.257569092159,982.264579538139,186.95600556666432
2025-09-21,43641.42357965864,42548.524877811506,1096.9615902941368,198.2334526333338
2025-09-22,45536.402059463726,45881.39030851,109.67763142862587,32.56284513332982
2025-09-23,47273.84341852501,43499.2606946095,3057.253463073758,534.2268618333319
