date,total_cost,plan_cost,emergency_cost,emergency_kwh,beta_lock,beta_open,label
2025-03-25,43658.428638858655,41865.48290321691,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-03-26,40826.28217250054,38131.421260347,1749.8523796492477,288.29388973333033,2.0,0.2,LA_bl2_bo0.2
2025-03-27,40579.68617948343,40707.434961451,55.36961630917955,22.99214336666514,2.0,0.2,LA_bl2_bo0.2
2025-03-28,12690.532344451985,11806.3703982524,1035.8799237575852,247.6700355666671,2.0,0.2,LA_bl2_bo0.2
2025-03-29,12277.151159862431,11106.0430926503,625.4859788806322,152.72632823332896,2.0,0.2,LA_bl2_bo0.2
2025-03-30,38249.552830795605,38801.40190743,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-03-31,39661.79170360267,34968.765133989,74.30446859666628,21.926502133333155,2.0,0.2,LA_bl2_bo0.2
2025-04-01,44603.29276043526,40098.17608841701,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-04-02,44293.46170741349,39450.359732125995,1719.4871714056903,258.2588121666702,2.0,0.2,LA_bl2_bo0.2
2025-04-03,41055.01036557304,41792.08511422051,851.5604648872821,161.41240046666366,2.0,0.2,LA_bl2_bo0.2
2025-04-04,10938.42390017235,11021.1307549145,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-04-05,12094.19188598744,10612.49089266233,580.2977641948196,201.84078543333388,2.0,0.2,LA_bl2_bo0.2
2025-04-06,41049.87878812446,38302.77266908399,1790.8232152379637,302.4030500999995,2.0,0.2,LA_bl2_bo0.2
2025-04-07,38096.43159675526,33291.7236115615,965.3937107481073,219.18421973333162,2.0,0.2,LA_bl2_bo0.2
2025-04-08,38096.77469590888,35830.8616369372,169.5601197971334,75.26476670000004,2.0,0.2,LA_bl2_bo0.2
2025-04-09,43003.22383454206,37269.840735613994,2712.1092265655684,465.6745959999976,2.0,0.2,LA_bl2_bo0.2
2025-04-10,39770.013881989515,37594.5707658772,1063.9205960997147,193.85219686666375,2.0,0.2,LA_bl2_bo0.2
2025-04-11,11253.454156643382,10047.3538811158,89.43343155658236,53.300502546664426,2.0,0.2,LA_bl2_bo0.2
2025-04-12,10441.07605058065,10460.1321571028,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-04-13,37152.89674036885,35324.521422013,340.7893184834941,73.93600616666531,2.0,0.2,LA_bl2_bo0.2
2025-04-14,36946.052200626444,37191.954774329,1137.3645083659883,174.7774887999982,2.0,0.2,LA_bl2_bo0.2
2025-04-15,35160.61375217655,29900.1046958418,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-04-16,40643.900752727415,34696.29540976927,1342.4670726855356,247.75282673333078,2.0,0.2,LA_bl2_bo0.2
2025-04-17,38501.76436910487,33030.1130031714,872.6810428313786,133.56000043333006,2.0,0.2,LA_bl2_bo0.2
2025-04-18,10867.488075354298,10270.345822920199,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-04-19,10780.32070365882,9593.5701574642,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-04-20,36691.660692424,32898.7172127474,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-04-21,34701.56122521837,34184.6668453265,1077.7494428569155,247.49792789999717,2.0,0.2,LA_bl2_bo0.2
2025-04-22,35902.9687922976,29995.9919080806,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-04-23,37185.380257852135,29826.2096574835,275.0581196327814,56.48296963333053,2.0,0.2,LA_bl2_bo0.2
2025-04-24,35251.474311989834,31347.044241153002,1684.620574363035,265.4347402000002,2.0,0.2,LA_bl2_bo0.2
2025-04-25,10201.652182915635,9525.2461424283,630.0747635207268,201.8432491666649,2.0,0.2,LA_bl2_bo0.2
2025-04-26,10938.83711367136,9401.0586914841,762.9911369237088,231.00159023333117,2.0,0.2,LA_bl2_bo0.2
2025-04-27,35285.81373346114,30307.649057574403,797.3022596775824,153.73453123333292,2.0,0.2,LA_bl2_bo0.2
2025-04-28,41023.28569771838,36928.0501073367,94.13476872527674,39.58084443333185,2.0,0.2,LA_bl2_bo0.2
2025-04-29,34257.560498240906,29184.411331672578,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-04-30,33380.01116910382,28351.055454128407,1189.3203571859929,212.99719279999886,2.0,0.2,LA_bl2_bo0.2
2025-05-01,49972.51661404186,31929.705024573897,12975.88609882331,2584.2010733333295,2.0,0.2,LA_bl2_bo0.2
2025-05-02,14927.093077018133,11812.047255846539,2506.721418889703,639.9975560000001,2.0,0.2,LA_bl2_bo0.2
2025-05-03,15918.605940934174,10671.583924838102,4464.390044943273,989.5952769666646,2.0,0.2,LA_bl2_bo0.2
2025-05-04,41997.170196115156,34547.914228894,6830.55812724576,1340.2166059999986,2.0,0.2,LA_bl2_bo0.2
2025-05-05,39734.923234889626,37689.311576535096,1785.185036388524,285.6123963333294,2.0,0.2,LA_bl2_bo0.2
2025-05-06,40840.2957752338,32106.836094408995,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-05-07,41747.302966459305,34681.711877168,1151.076425117007,194.9678805666603,2.0,0.2,LA_bl2_bo0.2
2025-05-08,39632.459390764605,38398.7414342346,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-05-09,13273.95291354982,12795.9259286008,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-05-10,11828.692796630019,11460.8831569612,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-05-11,42831.17490635748,36081.298223137,2643.7782563449864,388.31317333333135,2.0,0.2,LA_bl2_bo0.2
2025-05-12,39689.04609488924,32596.572938462094,0.0,0.0,2.0,0.2,LA_bl2_bo0.2
2025-05-13,40026.10432956801,34335.014462982406,2501.2893272591996,402.46157689999745,2.0,0.2,LA_bl2_bo0.2
2025-05-14,37906.44213332324,34578.797295262004,206.3581186923431,91.20100443333024,2.0,0.2,LA_bl2_bo0.2
2025-05-15,39256.156105723705,36238.1783788986,61.84753150000003,28.435646666666685,2.0,0.2,LA_bl2_bo0.2
2025-05-16,11856.505649069397,11199.0184620198,328.826001755337,192.76305796666878,2.0,0.2,LA_bl2_bo0.2
2025-05-17,12477.333715307006,11071.692684349651,319.2948718712282,72.54903016666239,2.0,0.2,LA_bl2_bo0.2
2025-05-18,39134.529144146596,37754.402009706,34.42846500000008,5.236666666666679,2.0,0.2,LA_bl2_bo0.2
2025-05-19,37308.6231412422,33114.67237251975,2702.840484177271,424.8179716999981,2.0,0.2,LA_bl2_bo0.2
2025-05-20,39978.638582514504,32200.7606911666,1800.3843891616034,332.03015143333033,2.0,0.2,LA_bl2_bo0.2
2025-05-21,40051.38508614497,31332.2996637358,1193.0770112328662,309.74298346666615,2.0,0.2,LA_bl2_bo0.2
