date,q_load,q_pv,q_source,soc0_actual,soc24_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh,n_simultaneous_plan,max_unserved_kwh,label,feature,feature_value,feature_percentile
2025-06-02,0.85,0.15,rule,1200.0,1200.0,71467.370416,43626.471901811296,3311.571581166665,21056.437704557946,64682.90960636924,2148.6304926749076,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.077744323921875,0.5537190082644629
2025-06-03,0.85,0.15,rule,1200.0,1202.969206518519,71227.9357683,43271.71900923921,1574.4373591133358,9831.74794335097,53103.466952590185,481.99136333333456,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.0926721750892858,0.5819672131147541
2025-06-04,0.85,0.15,rule,1202.969206518519,1749.060233518519,76215.210198,46964.4467480402,8.164115333333484,56.77048821033437,47021.21723625054,1997.5425818107133,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.1016251148660714,0.6097560975609756
2025-06-05,0.85,0.15,rule,1749.060233518519,1946.2855768888921,78432.971191,48735.06767237649,56.11045800000022,378.8863498835015,49113.95402225999,2845.3335912757307,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.150563300875,0.6693548387096774
2025-06-06,0.85,0.15,rule,1946.2855768888921,1200.0,32565.510667,18077.1632554883,2761.8429150333322,17165.19989741081,35242.36315289911,2588.04498938272,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,0.7485553493638394,0.272
2025-06-07,0.85,0.15,rule,1200.0,1672.683116259261,36110.218814,20605.520758965602,0.0,0.0,20605.520758965602,2136.4313383209865,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,0.7501422538839286,0.2777777777777778
2025-06-08,0.85,0.15,rule,1672.683116259261,2616.2587900000017,85588.0430366,53989.905234302,0.0,0.0,53989.905234302,16327.594201316877,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.1265829963169642,0.6299212598425197
2025-06-09,0.85,0.15,rule,2616.2587900000017,2101.064677888891,82653.254428,52019.2576527304,51.43767200000002,346.8946968106668,52366.152349541066,8668.935407633757,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.1723021641607145,0.7109375
2025-06-10,0.85,0.15,rule,2101.064677888891,1611.6229706666707,81945.595865,51224.9445072674,13.998626000000172,94.51913651366783,51319.46364378107,6974.854966921816,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.126566874669643,0.6201550387596899
2025-06-11,0.85,0.15,rule,1611.6229706666707,1646.847546444445,81991.979368,50805.2602113647,1332.7559939999976,7651.5287360404855,58456.788947405184,2792.7319062963006,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.1181034094642859,0.6076923076923076
2025-06-12,0.85,0.15,rule,1646.847546444445,2434.5008510000025,85718.91526000001,53976.535637882,0.0,0.0,53976.535637882,8358.194346345681,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.173170637200893,0.7175572519083969
2025-06-13,0.85,0.15,rule,2434.5008510000025,3936.366122629631,41325.133734999996,24665.813678073202,0.0,0.0,24665.813678073202,9050.691876646097,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,0.8086707734374999,0.2803030303030303
2025-06-14,0.85,0.15,rule,3936.366122629631,2642.1974338518517,37031.203150600006,22171.6927857373,0.0,0.0,22171.6927857373,10080.747086196712,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,0.7867145679687501,0.2781954887218045
2025-06-15,0.85,0.15,rule,2642.1974338518517,2578.8988012592617,84463.227962,53526.347681005005,0.0,0.0,53526.347681005005,10180.837045991768,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.1995788216205359,0.7388059701492538
2025-06-16,0.9,0.1,rule,2578.8988012592617,2453.2434384074086,87393.393068,55626.5650765421,0.3396510000000035,2.2948519815000235,55628.859928523605,10968.883468683134,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.2211084921205357,0.7925925925925926
2025-06-17,0.85,0.15,rule,2453.2434384074086,1521.2632828148146,83098.18883700001,52248.7688261285,76.82142300000021,521.7075744801681,52770.47640060867,5447.130976769546,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.1249346782276786,0.6102941176470589
2025-06-18,0.85,0.15,rule,1521.2632828148146,2216.971691666667,84620.31902299999,53096.3168312266,0.0,0.0,53096.3168312266,9440.499311069965,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.1102292263303573,0.5912408759124088
2025-06-19,0.85,0.15,rule,2216.971691666667,2283.768354481482,84335.95749100001,53158.511249106596,93.92726233333349,632.4057363421678,53790.91698544876,12308.878269341572,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.1422535108794645,0.6521739130434783
2025-06-20,0.85,0.15,rule,2283.768354481482,2467.552538666668,36921.777573,21710.8111053202,0.0,0.0,21710.8111053202,12042.743967485596,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,0.759034672265625,0.2589928057553957
2025-06-21,0.85,0.15,rule,2467.552538666668,2848.1373560370357,36057.6774341,21016.51577129093,0.0,0.0,21016.51577129093,14039.605503748147,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,0.782794611328125,0.2714285714285714
2025-06-22,0.85,0.15,rule,2848.1373560370357,2310.42127414815,82120.867029,51966.63709080219,0.0,0.0,51966.63709080219,11802.493671440334,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.153604676808036,0.6808510638297872
2025-06-23,0.85,0.15,rule,2310.42127414815,1983.8114042962993,81659.940969,51260.858614678,0.0,0.0,51260.858614678,11248.753411765443,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.1384105563526787,0.647887323943662
2025-06-24,0.85,0.15,rule,1983.8114042962993,1587.1478658888893,79574.801694,49499.8138821364,1508.813743103332,7287.516712099628,56787.330594236024,867.0538560493815,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.1012256912723215,0.5664335664335665
2025-06-25,0.85,0.15,rule,1587.1478658888893,2175.5258483703715,80499.5942819,50144.8101334168,0.0,0.0,50144.8101334168,5331.527459987663,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.12520242596875,0.6111111111111112
2025-06-26,0.85,0.15,rule,2175.5258483703715,1938.082472555557,81251.891349,51028.3426179002,59.596925000000056,402.06883414283374,51430.41145204303,10113.741994444452,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.1393305612276787,0.6551724137931034
2025-06-27,0.85,0.15,rule,1938.082472555557,2602.6585814444447,34854.151066,20124.168137696,0.0,0.0,20124.168137696,11990.602685876544,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,0.7793513023437499,0.2602739726027397
2025-06-28,0.85,0.15,rule,2602.6585814444447,2465.3847636296327,33980.321276,19578.873844593298,0.0,0.0,19578.873844593298,10252.004986370373,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,0.770508720421875,0.25170068027210885
2025-06-29,0.85,0.15,rule,2465.3847636296327,2625.699796444445,81698.1444,51417.9994893126,0.0,0.0,51417.9994893126,8605.376138304538,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.1464841046741072,0.6756756756756757
2025-06-30,0.85,0.15,rule,2625.699796444445,2182.1475755555575,81514.203626,51344.8188759031,7.814829333333478,52.63689737716764,51397.45577328027,8529.059351860087,0,0.0,peak_ratio_qmin0.80_k0.10,peak_ratio,1.1293141094241073,0.6308724832214765
2025-02-01,0.8,0.2,warmup,6000.0,2967.842313814815,46694.507971,25362.3011848204,0.0,0.0,25362.3011848204,12556.397740888891,0,0.0,peak_ratio_qmin0.80_k0.20,peak_ratio,0.7755877635267858,
2025-02-02,0.8,0.2,warmup,2967.842313814815,2318.014135,93532.621019,60387.6246134217,0.0,0.0,60387.6246134217,11974.549002304528,0,0.0,peak_ratio_qmin0.80_k0.20,peak_ratio,1.29389797265625,
2025-02-03,0.8,0.2,warmup,2318.014135,1580.3923988148158,89935.0039973,56968.53490554313,6.148898366665321,42.89471500585728,57011.42962054899,6342.602006625519,0,0.0,peak_ratio_qmin0.80_k0.20,peak_ratio,1.242257461236607,
2025-02-04,0.8,0.2,warmup,1580.3923988148158,1749.5589435185198,88218.33987600001,55762.8223459572,0.0,0.0,55762.8223459572,2222.676070000011,0,0.0,peak_ratio_qmin0.80_k0.20,peak_ratio,1.2007066929598216,
2025-02-05,0.8,0.2,warmup,1749.5589435185198,1721.150576555559,88645.605342,55891.7315605355,0.0,0.0,55891.7315605355,3351.521594897125,0,0.0,peak_ratio_qmin0.80_k0.20,peak_ratio,1.226884296875,
2025-02-06,0.8,0.2,warmup,1721.150576555559,2076.9519810000033,92345.162106,59048.958291123,0.0,0.0,59048.958291123,7405.755776913582,0,0.0,peak_ratio_qmin0.80_k0.20,peak_ratio,1.2713864776339285,
2025-02-07,0.8,0.2,warmup,2076.9519810000033,2776.8758276296285,49852.825785,26778.101869377002,0.0,0.0,26778.101869377002,13882.453722942399,0,0.0,peak_ratio_qmin0.80_k0.20,peak_ratio,0.741433985078125,
2025-02-08,0.8,0.2,warmup,2776.8758276296285,2244.753220703703,42229.2723905,22433.5064505208,0.0,0.0,22433.5064505208,7920.23700290741,0,0.0,peak_ratio_qmin0.80_k0.20,peak_ratio,0.6575281920535715,
2025-02-09,0.8,0.2,warmup,2244.753220703703,1750.3807323703709,88952.65902316,56634.43908200551,0.0,0.0,56634.43908200551,5758.7720534485725,0,0.0,peak_ratio_qmin0.80_k0.20,peak_ratio,1.2728802413125,
2025-02-10,0.8,0.2,warmup,1750.3807323703709,1846.514882111111,89065.64735799999,56485.4655690221,0.0,0.0,56485.4655690221,10885.659990699594,0,0.0,peak_ratio_qmin0.80_k0.20,peak_ratio,1.231978369964286,
2025-02-11,0.8,0.2,warmup,1846.514882111111,1342.9726237777786,84774.15107600001,53177.1408091293,126.39342900000057,743.5809190397871,53920.72172816908,5966.183716049387,0,0.0,peak_ratio_qmin0.80_k0.20,peak_ratio,1.1932818174776785,
2025-02-12,0.8,0.2,warmup,1342.9726237777786,1976.5779823703688,87069.13972,54796.4769738643,0.0,0.0,54796.4769738643,7014.891405769546,0,0.0,peak_ratio_qmin0.80_k0.20,peak_ratio,1.221942875,
2025-02-13,0.8,0.2,warmup,1976.5779823703688,2016.7363541481477,87887.1761109,55851.04323808236,0.0,0.0,55851.04323808236,12869.10022069959,0,0.0,peak_ratio_qmin0.80_k0.20,peak_ratio,1.2578609584687501,
2025-02-14,0.8,0.2,warmup,2016.7363541481477,2505.371109703703,41060.161797,21929.9475996419,0.0,0.0,21929.9475996419,7366.819811444444,0,0.0,peak_ratio_qmin0.80_k0.20,peak_ratio,0.646843282828125,
2025-02-15,0.8,0.2,warmup,2505.371109703703,2110.9881943703704,39604.8892626,21145.69199385002,0.0,0.0,21145.69199385002,7570.804198361319,0,0.0,peak_ratio_qmin0.80_k0.20,peak_ratio,0.6698461390625,
