date,q_load,q_pv,q_source,feature,feature_value,feature_percentile,soc0_actual,soc24_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh,n_simultaneous_plan,max_unserved_kwh
2025-03-01,0.7,0.3,rule,resid_vol7,265.9171211877477,0.39285714285714285,2214.887231333335,2020.4702016666658,34572.412157,18275.2548057218,0.0,0.0,18275.2548057218,8213.085010209881,0,0.0
2025-03-02,0.8,0.2,rule,resid_vol7,283.0384441541291,0.7586206896551724,2020.4702016666658,1326.0312051111114,76728.302283,47748.2866390543,612.6559295999974,4107.169341918249,51855.45598097255,1477.2079955143981,0,0.0
2025-03-03,0.85,0.15,rule,resid_vol7,342.2326188451846,1.0,1326.0312051111114,1705.9809386592706,78279.6971655,48500.8745526632,0.0,0.0,48500.8745526632,1357.0304718930065,0,0.0
2025-03-04,0.85,0.15,rule,resid_vol7,372.50497368623724,1.0,1705.9809386592706,1558.3209648148145,76444.50354199999,47345.4190598032,0.6247333333334382,2.9262509333338245,47348.345310736535,3266.433340016478,0,0.0
2025-03-05,0.85,0.15,rule,resid_vol7,358.3230669660078,0.96875,1558.3209648148145,1859.236352333334,78751.56129700001,48597.449189440515,0.8206845666667277,3.733704436050278,48601.18289387657,8474.237216662554,0,0.0
2025-03-06,0.85,0.15,rule,resid_vol7,357.6749816112987,0.9393939393939394,1859.236352333334,2088.2414980000017,80351.99887010001,50244.0469909933,0.0,0.0,50244.0469909933,10475.941702165845,0,0.0
2025-03-07,0.85,0.15,rule,resid_vol7,349.00357098889407,0.9117647058823529,2088.2414980000017,2736.9474514444437,37119.515385,19980.864917751398,0.0,0.0,19980.864917751398,12683.223191008236,0,0.0
2025-03-08,0.85,0.15,rule,resid_vol7,366.9897731246558,0.9714285714285714,2736.9474514444437,2597.972010629632,32881.7260974,17948.82753422172,0.0,0.0,17948.82753422172,11275.996037852676,0,0.0
2025-03-09,0.85,0.15,rule,resid_vol7,363.2763279635316,0.9444444444444444,2597.972010629632,1978.7206062962987,78243.72789360001,48877.50171448118,0.0,0.0,48877.50171448118,11982.182790255154,0,0.0
2025-03-10,0.8,0.2,rule,resid_vol7,337.09433666547693,0.8108108108108109,1978.7206062962987,1795.9147016296326,76291.3593104,47210.39642797712,0.0,0.0,47210.39642797712,4513.515478604945,0,0.0
2025-03-11,0.8,0.2,rule,resid_vol7,312.0000336668382,0.7894736842105263,1795.9147016296326,1461.1063768888896,71608.414014,43527.850418916394,446.20487179999793,3022.139932260337,46549.99035117673,4552.45468238684,0,0.0
2025-03-12,0.8,0.2,rule,resid_vol7,309.96361883866666,0.7692307692307693,1461.1063768888896,1714.0790925555566,73572.54222999999,44948.21383088,0.0,0.0,44948.21383088,7064.032493004119,0,0.0
2025-03-13,0.8,0.2,rule,resid_vol7,311.0765744198616,0.775,1714.0790925555566,1806.5675949259276,75551.6175734,46524.63394330244,0.0,0.0,46524.63394330244,3639.8708413991812,0,0.0
2025-03-14,0.8,0.2,rule,resid_vol7,342.4792806874922,0.8536585365853658,1806.5675949259276,2802.2925841111114,34003.490703,18329.697833240098,0.0,0.0,18329.697833240098,14124.550005139918,0,0.0
2025-03-15,0.8,0.2,rule,resid_vol7,342.22687834419185,0.8095238095238095,2802.2925841111114,1750.3991194444452,31585.4584234,16906.480831803958,0.0,0.0,16906.480831803958,9136.235943148975,0,0.0
2025-03-16,0.85,0.15,rule,resid_vol7,350.48803144494593,0.8837209302325582,1750.3991194444452,2238.8080993333374,75997.498016,46742.407211172394,1.6400000000001,7.461180000000455,46749.86839117239,8440.575731209876,0,0.0
2025-03-17,0.8,0.2,rule,resid_vol7,337.2608723900994,0.7727272727272727,2238.8080993333374,1999.895770370373,73905.4911854,45251.422894806805,0.0,0.0,45251.422894806805,12866.261377622235,0,0.0
2025-03-18,0.85,0.15,rule,resid_vol7,356.0774663157589,0.8888888888888888,1999.895770370373,1568.088178481484,70567.68738,42894.09809218,0.0,0.0,42894.09809218,5882.250842057625,0,0.0
2025-03-19,0.8,0.2,rule,resid_vol7,348.02159387529974,0.8260869565217391,1568.088178481484,2118.066053481483,71922.62216,43788.11234224,0.0,0.0,43788.11234224,7877.101499300423,0,0.0
2025-03-20,0.85,0.15,rule,resid_vol7,356.9542544475519,0.8936170212765957,2118.066053481483,2005.2778038148165,73567.46435,45215.682970525,0.0,0.0,45215.682970525,7589.329585843613,0,0.0
2025-03-21,0.8,0.2,rule,resid_vol7,324.2421236212965,0.6875,2005.2778038148165,2184.094911407408,32103.710314000004,17160.4088637118,0.0,0.0,17160.4088637118,17142.16917214815,0,0.0
2025-03-22,0.8,0.2,rule,resid_vol7,328.4821579310494,0.6938775510204082,2184.094911407408,2558.5136534444446,31592.835399000003,16817.4925315805,0.0,0.0,16817.4925315805,12836.996700481483,0,0.0
2025-03-23,0.8,0.2,rule,resid_vol7,313.7686863340265,0.66,2558.5136534444446,1630.6846293333347,69062.216696,42200.8171001143,0.0,0.0,42200.8171001143,7474.042336954739,0,0.0
2025-03-24,0.8,0.2,rule,resid_vol7,318.88313335652913,0.6666666666666666,1630.6846293333347,2015.2451394074103,69555.60097,42390.275679724,0.0,0.0,42390.275679724,7385.99110164609,0,0.0
2025-03-25,0.7,0.3,rule,resid_vol7,287.4059053723169,0.46153846153846156,2015.2451394074103,1237.7823150000002,62573.55527,37694.217937467,1587.3008804333256,9306.231313281494,47000.4492507485,16.65201666666701,0,0.0
2025-03-26,0.8,0.2,rule,resid_vol7,306.1091187779293,0.5471698113207547,1237.7823150000002,1771.179789925928,69635.5024019,42150.97862413578,0.0,0.0,42150.97862413578,9770.388993086424,0,0.0
