clock,min,p10,median,p90,days_near_floor,n_days
4:00,1200.0,3142.4232256555565,9074.586410870372,9325.176508081482,1,334
8:00,1200.0,1733.798822811112,4651.995544240743,9654.185086522226,6,334
12:00,3865.5255263333365,5534.7510197481515,6919.7314396296315,10800.0,0,334
16:00,9925.722257111112,10668.884044776665,10799.999999999998,10800.000000000004,0,334
20:00,3697.005883333336,4299.048106233338,5101.742374235184,5383.850157237038,0,334
24:00,1199.9999999999923,1200.0000000000027,1310.8367720555575,1624.8609052296338,106,334
