date,official,soc0_actual,soc24_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh
2025-02-01,True,6000.0,3191.7028215925934,48723.082943,26660.410735418198,0.0,0.0,26660.410735418198,14436.082294810703
2025-02-02,True,3191.7028215925934,2503.5725267407406,95314.54099800001,61822.2202509974,0.0,0.0,61822.2202509974,13844.672469794237
2025-02-03,True,2503.5725267407406,1787.325447370372,91724.06766500001,58401.4736715049,0.0,0.0,58401.4736715049,8206.778352510297
2025-02-04,True,1787.325447370372,1927.5486057407416,89984.832288,57154.0166672334,0.0,0.0,57154.0166672334,4169.5649389712125
2025-02-05,True,1927.5486057407416,1881.5398201851867,90476.1753309,57312.80876000267,0.0,0.0,57312.80876000267,5313.5666624279875
2025-02-06,True,1881.5398201851867,2265.4905117777803,94100.055322,60450.252141098594,0.0,0.0,60450.252141098594,9245.507561687247
2025-02-07,True,2265.4905117777803,2986.1269077037023,51581.001832,27892.296466480802,0.0,0.0,27892.296466480802,15656.554797637868
2025-02-08,True,2986.1269077037023,2455.2923431481468,43928.605235,23456.7701870218,0.0,0.0,23456.7701870218,9735.738268539093
2025-02-09,True,2455.2923431481468,1931.9390461851865,90664.04407500001,58016.8851332171,0.0,0.0,58016.8851332171,7637.023551234581
2025-02-10,True,1931.9390461851865,2018.898688666667,90785.484488,57841.7708866971,0.0,0.0,57841.7708866971,12688.901693724287
2025-02-11,True,2018.898688666667,1428.1201972962965,86507.835807,54515.9034969761,39.492642000000274,245.8610545086685,54761.76455148477,7834.825213168726
2025-02-12,True,1428.1201972962965,2158.087270333333,88873.861714,56164.1156168773,0.0,0.0,56164.1156168773,8839.702973539093
2025-02-13,True,2158.087270333333,2191.7513037037047,89512.686506,57154.8649107238,0.0,0.0,57154.8649107238,14610.19646855968
2025-02-14,True,2191.7513037037047,2718.0215561481477,42766.293426000004,22882.298232589597,0.0,0.0,22882.298232589597,9061.017364600832
2025-02-15,True,2718.0215561481477,2329.121068814815,41281.73635000001,22079.131288186,0.0,0.0,22079.131288186,9272.370991234571
2025-02-16,True,2329.121068814815,1999.508052111114,86379.119059,54696.619406816295,0.0,0.0,54696.619406816295,7318.206382683131
2025-02-17,True,1999.508052111114,1865.2542567407424,85910.71425,54088.3668436261,0.0,0.0,54088.3668436261,11249.996534880673
2025-02-18,True,1865.2542567407424,1770.4476734444438,82610.87684030001,51731.17912518257,33.11826236666673,150.67153463715027,51881.85065981972,6828.611343868317
