date,official,soc0_actual,soc24_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh
2025-02-01,True,6000.0,2625.202872111112,43245.934087,23209.2618372325,0.0,0.0,23209.2618372325,9340.163914777777
2025-02-02,True,2625.202872111112,1995.9180525925917,90403.59704,57875.3747900928,0.0,0.0,57875.3747900928,8680.66968469137
2025-02-03,True,1995.9180525925917,1441.3975921851859,86769.14374239999,54454.34573928862,213.94540370000135,1435.78336174656,55890.12910103518,2974.047675020589
2025-02-04,True,1441.3975921851859,1274.7722910000005,84943.236761,53263.5263190223,1300.2195028333238,8554.62749634316,61818.153815365455,620.3629774485664
2025-02-05,True,1274.7722910000005,1501.894362407408,85977.287096,53736.23982507859,516.3864439999966,2723.6939421816733,56459.93376726026,835.8463282469144
2025-02-06,True,1501.894362407408,1795.8662121111133,89429.089592,56753.811965085595,0.0,0.0,56753.811965085595,4405.476776090539
2025-02-07,True,1795.8662121111133,2439.5791894074064,47085.098104000004,25021.8897122806,0.0,0.0,25021.8897122806,11064.896888074081
2025-02-08,True,2439.5791894074064,1932.8261121111095,39467.51923400001,20816.3781729818,0.0,0.0,20816.3781729818,5042.720082395062
2025-02-09,True,1932.8261121111095,1482.8785399629637,86272.45137,54477.8288441778,0.0,0.0,54477.8288441778,2824.9599033333384
2025-02-10,True,1482.8785399629637,1585.4804434814816,86393.503504,54366.1294056184,0.0,0.0,54366.1294056184,8024.438564864191
2025-02-11,True,1585.4804434814816,1264.4830554814819,82161.809774,51105.8617601158,552.2920280333344,3564.916474857874,54670.77823497367,3411.4631357530798
2025-02-12,True,1264.4830554814819,1726.5196245185189,84228.778117,52682.9688615437,0.0,0.0,52682.9688615437,4204.084522790133
2025-02-13,True,1726.5196245185189,1772.2639004444445,85297.13811389,53822.10100191991,0.0,0.0,53822.10100191991,10107.952457567906
2025-02-14,True,1772.2639004444445,2219.1510127037027,38393.4474629,20449.71612130817,0.0,0.0,20449.71612130817,4701.54573267778
2025-02-15,True,2219.1510127037027,1852.272416629629,37075.048027000004,19732.573125449395,0.0,0.0,19732.573125449395,4961.665170086422
2025-02-16,True,1852.272416629629,1587.4055126296328,82042.15572019998,51381.64215887298,38.99840700000004,177.4232526465002,51559.06541151948,2778.283837940742
2025-02-17,True,1587.4055126296328,1470.758434296298,81546.61404736,50780.9168472444,7.300370333333376,33.213034831500195,50814.1298820759,6710.259876043139
2025-02-18,True,1470.758434296298,1340.3957738518523,78437.45914709999,48450.490695369765,163.9521309666668,1032.7026989568005,49483.19339432657,2418.1588729683235
2025-02-19,True,1340.3957738518523,1314.2662958518529,79405.95204430001,49100.37332624987,77.96430136666686,345.81858080898417,49446.191907058856,2130.4338983827142
2025-02-20,True,1314.2662958518529,2030.0662419629625,82198.81574168001,51251.216009959375,0.0,0.0,51251.216009959375,6376.8038593919355
2025-02-21,True,2030.0662419629625,2398.1451984074074,37402.9748065,19915.369973199802,0.0,0.0,19915.369973199802,8232.061987775716
2025-02-22,True,2398.1451984074074,2105.3878205925935,35553.007136,18871.675521988098,0.0,0.0,18871.675521988098,4922.214970773663
2025-02-23,True,2105.3878205925935,1581.5442397037057,79348.018105,49484.8792570005,0.0,0.0,49484.8792570005,4279.513133263372
2025-02-24,True,1581.5442397037057,1620.7093684074086,78903.38765084001,48756.39885023235,0.0,0.0,48756.39885023235,6773.991919185192
2025-02-25,True,1620.7093684074086,1214.57022,76008.7650127,46643.51078819453,337.32082459999845,1639.8631438148052,48283.37393200934,7066.445356164612
2025-02-26,True,1214.57022,1662.5081465555618,76490.73273,47034.007321078694,0.0,0.0,47034.007321078694,3103.3921113991823
2025-02-27,True,1662.5081465555618,1724.0452633333362,77390.829895,47869.2547685242,0.0,0.0,47869.2547685242,5985.16714353911
2025-02-28,True,1724.0452633333362,2214.887231333335,36302.2837,19298.414044165598,0.0,0.0,19298.414044165598,9368.447828617293
2025-03-01,True,2214.887231333335,2020.4702016666658,34572.412157,18275.2548057218,0.0,0.0,18275.2548057218,8213.085010209881
2025-03-02,True,2020.4702016666658,1239.56888925926,74134.04172400001,45860.612424751496,1831.14892433333,12273.25138895998,58133.863813711476,277.4956089300448
2025-03-03,True,1239.56888925926,1340.140056,74045.28024000001,45407.938902407,2897.9765822999966,17070.325121974645,62478.26402438164,599.4081822633818
2025-03-04,True,1340.140056,1200.0,72493.754401,44371.61840091609,939.4787960999919,4863.167133607711,49234.785534523806,56.4501166666671
2025-03-05,True,1200.0,1522.2937746666676,74885.07630399999,45628.2874053184,55.169462666667414,364.4646409693381,45992.75204628774,4291.629020205764
2025-03-06,True,1522.2937746666676,1706.5225297037052,76478.3900461,47264.29907918269,0.0,0.0,47264.29907918269,6358.757089259264
2025-03-07,True,1706.5225297037052,2292.6669011481476,34495.468861,18404.974012943203,0.0,0.0,18404.974012943203,10069.561961012349
2025-03-08,True,2292.6669011481476,2153.9468914814843,31467.03862,16887.968014762,0.0,0.0,16887.968014762,9762.812270288063
2025-03-09,True,2153.9468914814843,1585.4787037407418,74464.2509059,45955.16536453634,0.0,0.0,45955.16536453634,7843.516707052273
2025-03-10,True,1585.4787037407418,1553.9535551111126,74220.772185,45529.16664383,0.0,0.0,45529.16664383,2054.350800864204
2025-03-11,True,1553.9535551111126,1373.9083110000004,69223.61898,41839.131868232,1176.7263882666593,7943.162818964152,49782.29468719615,2700.2068693415695
2025-03-12,True,1373.9083110000004,1326.6354977777755,71037.23509999999,43140.710223845,0.0,0.0,43140.710223845,4680.930720123459
2025-03-13,True,1326.6354977777755,1566.135873962964,73284.20121,44852.031872514,0.0,0.0,44852.031872514,1145.9057291358008
2025-03-14,True,1566.135873962964,2531.6160047407416,33152.2981735,17687.864288460703,0.0,0.0,17687.864288460703,13265.937537491773
2025-03-15,True,2531.6160047407416,1529.757370296298,30810.140016,16316.9318046768,0.0,0.0,16316.9318046768,8261.6363914321
