date,official,soc0_actual,soc24_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh
2025-08-18,True,2591.4175206296295,2514.114607777779,79308.05717,50463.202181978006,25.81444666666698,175.8916214966688,50639.09380347467,11386.90113325103
2025-08-19,True,2514.114607777779,2253.3060892222234,78181.77414,49705.847338969994,86.34613999999999,582.3698793283334,50288.21721829833,10816.77845061729
2025-08-20,True,2253.3060892222234,2327.677487888889,77755.64126,49343.001041787,432.0207766666653,2166.4502478483264,51509.451289635326,3468.4805836214073
2025-08-21,True,2327.677487888889,2462.6830214074084,79423.604281,50537.7851266132,0.0,0.0,50537.7851266132,9877.418813798358
2025-08-22,True,2462.6830214074084,2189.9638866666673,42354.038803999996,25464.796472291,0.0,0.0,25464.796472291,18882.00535325926
2025-08-23,True,2189.9638866666673,2463.57775225926,42761.303762899995,25764.85251960287,0.0,0.0,25764.85251960287,17715.844751175722
2025-08-24,True,2463.57775225926,2642.745637370371,80840.31823,51461.21196011199,0.0,0.0,51461.21196011199,13367.61455679013
2025-08-25,True,2642.745637370371,2542.028913333334,81245.2494463,51803.66867518436,0.0,0.0,51803.66867518436,6884.9566627983695
2025-08-26,True,2542.028913333334,2633.423126296298,80746.333797,51244.5729324318,0.0,0.0,51244.5729324318,11476.221868641984
2025-08-27,True,2633.423126296298,2286.0074693333345,80022.74177,50881.234859854,0.0,0.0,50881.234859854,8638.657328683137
2025-08-28,True,2286.0074693333345,2285.7144045555565,81400.397044,51853.3574253156,18.435313333333283,124.27244717999967,51977.6298724956,6558.94434403293
2025-08-29,True,2285.7144045555565,2712.8526160740753,43952.0409829,26737.42045511069,0.0,0.0,26737.42045511069,18336.136744444448
2025-08-30,True,2712.8526160740753,2425.389691222225,42664.435465999995,25875.036034124703,0.0,0.0,25875.036034124703,22254.203798962964
2025-08-31,True,2425.389691222225,2808.945093074076,82731.097835,53002.961476446,0.18670666666662328,1.302465706666364,53004.26394215266,12068.609924115231
2025-09-01,True,2808.945093074076,6083.163413555558,82486.50301749998,52934.69639354525,0.0,0.0,52934.69639354525,22460.913479958857
2025-09-02,True,6083.163413555558,3192.4455973333334,66354.760522,42109.9060485347,0.0,0.0,42109.9060485347,11847.488553868321
2025-09-03,True,3192.4455973333334,2302.8014476296316,68184.22946549999,42538.8095821974,0.0,0.0,42538.8095821974,10320.240185390945
2025-09-04,True,2302.8014476296316,2585.7637601481497,68865.21868959999,42715.69822219558,23.73901013333341,159.94564421653382,42875.64386641211,10994.361615473263
2025-09-05,True,2585.7637601481497,5563.911952296294,41122.088072,25015.1004267602,0.0,0.0,25015.1004267602,28794.386379613166
2025-09-06,True,5563.911952296294,4059.5037764074095,32827.546382,19706.847645072,0.0,0.0,19706.847645072,24363.59386460905
