date,official,soc0_actual,soc24_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh
2025-02-01,True,6000.0,2332.459632481481,40735.827636,21771.341623084998,0.0,0.0,21771.341623084998,7106.895038798355
2025-02-02,True,2332.459632481481,1706.44922822222,88296.537373,56137.1401039708,0.0,0.0,56137.1401039708,6406.301737613175
2025-02-03,True,1706.44922822222,1345.157004518519,84646.31182500001,52756.2907943248,591.4012602666644,3984.866683276519,56741.157477601315,850.9022028395077
2025-02-04,True,1345.157004518519,1232.0756707037044,82619.232471,51508.4484617513,3085.43841756666,19071.944671281766,70580.39313303307,149.31031333333476
2025-02-05,True,1232.0756707037044,1400.278474703704,83491.968853,51911.1848002887,2050.785426016663,12160.705490824126,64071.890291112824,176.7664000000011
2025-02-06,True,1400.278474703704,1552.0895865925954,87212.59251500001,55027.551169988,27.707125333333693,161.63158209866876,55189.18275208667,2220.0428017572085
2025-02-07,True,1552.0895865925954,2145.2601965925915,44970.638297000005,23771.067862243603,0.0,0.0,23771.067862243603,8963.345519497954
2025-02-08,True,2145.2601965925915,1615.2948454444438,37438.442098,19692.093505495897,0.0,0.0,19692.093505495897,2967.7553112921787
2025-02-09,True,1615.2948454444438,1212.636511148148,84335.123887,52901.589093465096,71.18860696666756,325.8856116524409,53227.474705117536,700.9576817489843
2025-02-10,True,1212.636511148148,1336.3553285555568,84440.00962400001,52809.25586864349,0.0,0.0,52809.25586864349,5871.888975818934
2025-02-11,True,1336.3553285555568,1200.0,80114.61531305,49575.179589291656,871.8201130333307,5596.959214312315,55172.13880360397,1425.5661957248985
2025-02-12,True,1200.0,1320.5900949259267,82016.687875,51071.5316201309,338.011287833329,2357.966743925303,53429.498364056206,2671.7755596502116
2025-02-13,True,1320.5900949259267,1533.5862418518516,83538.36573899999,52380.2579165897,0.0,0.0,52380.2579165897,8029.896585193424
2025-02-14,True,1533.5862418518516,1920.4994710740739,37503.422296000004,19833.0720113608,0.0,0.0,19833.0720113608,3825.715240526751
2025-02-15,True,1920.4994710740739,1530.541959703705,36286.076783,19170.952690425,0.0,0.0,19170.952690425,4134.867791971196
2025-02-16,True,1530.541959703705,1313.8904244444452,80310.780922,49975.9225225848,68.08798473333047,357.9676577227133,50333.89018030751,826.2548045555704
2025-02-17,True,1313.8904244444452,1287.1378461851862,79804.786076,49372.1627648751,77.49231499999848,498.684822283656,49870.84758715876,4750.62794295885
2025-02-18,True,1287.1378461851862,1253.3877448888888,76582.66441,47034.1133087146,487.76857859999905,3042.721380289709,50076.83468900431,635.9143368477418
2025-02-19,True,1253.3877448888888,1200.0,77405.63318,47620.610828494304,1200.2359482033248,6245.526641319111,53866.13746981342,1338.4246033333343
2025-02-20,True,1200.0,1766.801851925928,80284.099154,49776.934149546105,2.5527439999999615,11.95705289599982,49788.89120244211,4432.022686971194
2025-02-21,True,1766.801851925928,2084.594591925926,36646.535183,19355.979080316203,0.0,0.0,19355.979080316203,7472.999893740749
2025-02-22,True,2084.594591925926,1787.2919116296296,34879.965025,18376.7613952898,0.0,0.0,18376.7613952898,4186.614425452677
2025-02-23,True,1787.2919116296296,1328.0132790370383,77639.979365,48113.431377502595,0.0,0.0,48113.431377502595,2298.500931724285
2025-02-24,True,1328.0132790370383,1299.0434311111112,77110.64855000001,47394.6858490963,41.18044996666786,159.03283071217365,47553.71867980847,4945.613280057616
2025-02-25,True,1299.0434311111112,1206.0670650000002,74275.6967413,45314.7957792737,679.0111904666617,3564.4759926547645,48879.27177192846,5197.297644201239
2025-02-26,True,1206.0670650000002,1430.747596777778,74419.42315799999,45561.8692637263,551.3300608000022,3843.1300765818164,49404.99934030812,1773.302103086424
2025-02-27,True,1430.747596777778,1451.9922099259309,75571.512789,46499.397015127106,2.0500243333332264,9.326585704499514,46508.7236008316,4070.50905168725
2025-02-28,True,1451.9922099259309,1978.7867898148172,35624.29602,18787.5561593924,0.0,0.0,18787.5561593924,8613.484352921823
