date,alpha,rho,terminal,soc0_actual,soc24_actual,soc24_plan,soc_min_actual,soc_max_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh,emergency_slots,n_simultaneous_plan,max_unserved_kwh,dispatch
2025-02-01,0.825,0.625,2400.0,6000.0,4233.770815481483,2400.0,2327.1046814814817,10800.0,47464.046973000004,25637.9904143502,0.0,0.0,25637.9904143502,11915.764845345682,0,0,0.0,rho
2025-02-02,0.825,0.625,2400.0,4233.770815481483,3592.2872298518528,2400.0,1682.3722518518516,10800.0,92875.82539,59862.352151114,0.0,0.0,59862.352151114,11267.996498724293,0,0,0.0,rho
2025-02-03,0.825,0.625,2400.0,3592.2872298518528,2831.2966499629642,2400.0,1243.0125304814821,10800.0,89335.813665,56464.5661622085,0.0,0.0,56464.5661622085,5686.9053476954805,0,0,0.0,rho
2025-02-04,0.825,0.625,2400.0,2831.2966499629642,2990.097626555561,2400.0,1563.6043761111155,10800.0,87591.30598899999,55254.8528803409,0.0,0.0,55254.8528803409,1555.789617901242,0,0,0.0,rho
2025-02-05,0.825,0.625,2400.0,2990.097626555561,2925.978502185186,2400.0,1270.3436234444473,10800.0,88181.96770000001,55496.6185376272,6.139985333333357,35.6641048086668,55532.282642435865,2879.7179990946665,1,0,0.0,rho
2025-02-06,0.825,0.625,2400.0,2925.978502185186,3350.481544148151,2400.0,1776.4383037037053,10800.0,91957.365405,58683.459630435704,0.0,0.0,58683.459630435704,6896.020791399186,0,0,0.0,rho
2025-02-07,0.825,0.625,2400.0,3350.481544148151,4020.484133851851,2400.0,2191.8059518518503,10800.0,49412.6671459,26542.04518762383,0.0,0.0,26542.04518762383,13456.319049439102,0,0,0.0,rho
2025-02-08,0.825,0.625,2400.0,4020.484133851851,3540.2672755925914,2400.0,1756.8123866666656,10800.0,41830.345411999995,22263.2302756101,0.0,0.0,22263.2302756101,7447.592735358027,0,0,0.0,rho
2025-02-09,0.825,0.625,2400.0,3540.2672755925914,3029.588258629632,2400.0,1537.3471333333346,10800.0,88482.608778,56259.927753148004,0.0,0.0,56259.927753148004,5276.617078641984,0,0,0.0,rho
2025-02-10,0.825,0.625,2400.0,3029.588258629632,3081.0242650000005,2400.0,1579.7583518518509,10800.0,88624.984085,56127.841115568204,0.0,0.0,56127.841115568204,10455.461493415647,0,0,0.0,rho
2025-02-11,0.825,0.625,2400.0,3081.0242650000005,2544.0911567037037,2400.0,1200.0,10800.0,84389.896201,52859.211095102,106.5812356666662,624.5489357293299,53483.76003083133,5567.85365698766,4,0,0.0,rho
2025-02-12,0.825,0.625,2400.0,2544.0911567037037,3202.006992,2400.0,1638.9372074074065,10800.0,86640.3784667,54443.23599897709,0.0,0.0,54443.23599897709,6509.736353477376,0,0,0.0,rho
2025-02-13,0.825,0.625,2400.0,3202.006992,3256.124092703704,2400.0,1581.5589703703706,10800.0,87419.36026369999,55476.88414131991,0.0,0.0,55476.88414131991,12342.537159979434,0,0,0.0,rho
2025-02-14,0.825,0.625,2400.0,3256.124092703704,3777.096955259259,2400.0,2042.0687592592585,10800.0,40594.349928999996,21768.8388347652,0.0,0.0,21768.8388347652,6881.2662631563835,0,0,0.0,rho
2025-02-15,0.825,0.625,2400.0,3777.096955259259,3364.968564962963,2400.0,1881.456759259259,10800.0,39124.354680000004,20979.965149278803,0.0,0.0,20979.965149278803,7124.764277530866,0,0,0.0,rho
2025-02-16,0.825,0.625,2400.0,3364.968564962963,3079.5170819259274,2400.0,1495.6777111111119,10800.0,84191.12505599999,53023.4875232531,26.957298000000037,122.64222725100016,53146.1297505041,5021.266427460907,1,0,0.0,rho
2025-02-17,0.825,0.625,2400.0,3079.5170819259274,2954.044459074075,2400.0,1408.0363333333335,10800.0,83620.91542800001,52407.6461153134,0.0,0.0,52407.6461153134,8930.586711872427,0,0,0.0,rho
2025-02-18,0.825,0.625,2400.0,2954.044459074075,2898.5408389629624,2400.0,1382.9397333333322,10800.0,80502.2943182,50073.66703104875,34.206666666666706,155.62323000000018,50229.29026104875,4471.9805494773755,1,0,0.0,rho
2025-02-19,0.825,0.625,2400.0,2898.5408389629624,2829.1508872222244,2400.0,1546.1129555555567,10800.0,81310.8810496,50626.275943435576,30.945690000000013,136.48705840500006,50762.763001840576,4237.843735398353,2,0,0.0,rho
2025-02-20,0.825,0.625,2400.0,2829.1508872222244,3535.6361211851854,2400.0,1804.1545444444441,10800.0,84130.803491,52784.076099137805,0.0,0.0,52784.076099137805,8485.514510835394,0,0,0.0,rho
2025-02-21,0.825,0.625,2400.0,3535.6361211851854,3956.6207787037038,2400.0,2289.6904,10800.0,38494.292095,20713.4701087576,0.0,0.0,20713.4701087576,9317.365885164614,0,0,0.0,rho
