date,alpha,rho,terminal,soc0_actual,soc24_actual,soc24_plan,soc_min_actual,soc_max_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh,emergency_slots,n_simultaneous_plan,max_unserved_kwh,dispatch
2025-02-01,0.8,0.625,,6000.0,2971.8823915925927,1200.0,2268.1977925925926,10800.0,45408.904764000006,24649.185519326602,0.0,0.0,24649.185519326602,11221.05291634568,0,0,0.0,rho
2025-02-02,0.8,0.625,,2971.8823915925927,2321.42094611111,1200.0,1648.1881111111088,10800.0,92191.95949000001,59351.165993097005,0.0,0.0,59351.165993097005,10579.770865267494,0,0,0.0,rho
2025-02-03,0.8,0.625,,2321.42094611111,1580.3923988148158,1200.0,1200.0,10800.0,88634.6332193,55955.51173465623,4.677905566665004,32.63306923305507,55988.144803889285,4923.532643004123,1,0,0.0,rho
2025-02-04,0.8,0.625,,1580.3923988148158,1377.3074509259268,1200.0,1200.0,10800.0,86890.1215371,54765.49709140457,107.30644776665861,748.5697796202104,55514.06687102478,1322.4692789711937,1,0,0.0,rho
2025-02-05,0.8,0.625,,1377.3074509259268,1724.2772647777815,1200.0,1200.0,10800.0,87841.430296,55163.4270198468,91.4300183333327,457.19462873916353,55620.62164858596,2148.5538986008282,3,0,0.0,rho
2025-02-06,0.8,0.625,,1724.2772647777815,2076.9519810000033,1200.0,1727.8858814814841,10800.0,91160.922961,58153.575990682904,0.0,0.0,58153.575990682904,6162.438685596713,0,0,0.0,rho
2025-02-07,0.8,0.625,,2076.9519810000033,2779.91773874074,1200.0,2134.5560407407393,10800.0,48725.938245,26150.345277808497,0.0,0.0,26150.345277808497,12694.585153530874,0,0,0.0,rho
2025-02-08,0.8,0.625,,2779.91773874074,2247.2783740370364,1200.0,1700.5132477777768,10800.0,41088.635445,21882.4571424423,0.0,0.0,21882.4571424423,6750.477288543213,0,0,0.0,rho
2025-02-09,0.8,0.625,,2247.2783740370364,1750.3806434814828,1200.0,1500.982949185186,10800.0,87826.8234192,55775.020843870356,0.0,0.0,55775.020843870356,4553.948938683134,0,0,0.0,rho
2025-02-10,0.8,0.625,,1750.3806434814828,1846.5148154444455,1200.0,1552.7095296296297,10800.0,87949.023862,55644.3087709616,0.0,0.0,55644.3087709616,9685.398947119345,0,0,0.0,rho
2025-02-11,0.8,0.625,,1846.5148154444455,1342.9726237777786,1200.0,1200.0,10800.0,83676.245893,52357.1178170364,125.65664659999916,738.4666418533773,53095.584458889774,4784.10133027572,5,0,0.0,rho
2025-02-12,0.8,0.625,,1342.9726237777786,1976.5776157037035,1200.0,1603.8484296296294,10800.0,85852.385376,53907.54536660729,0.0,0.0,53907.54536660729,5706.806930654326,0,0,0.0,rho
2025-02-13,0.8,0.625,,1976.5776157037035,2016.7356652592603,1200.0,1548.5403259259263,10800.0,86659.0278478,54932.15940524036,0.0,0.0,54932.15940524036,11552.941137674903,0,0,0.0,rho
2025-02-14,0.8,0.625,,2016.7356652592603,2505.7568319259253,1200.0,1976.4836259259253,10800.0,39845.4402343,21378.66894242981,0.0,0.0,21378.66894242981,6151.750333312344,0,0,0.0,rho
2025-02-15,0.8,0.625,,2505.7568319259253,2111.169183259259,1200.0,1812.1950037037032,10800.0,38411.137628,20602.1389426387,0.0,0.0,20602.1389426387,6370.586898823049,0,0,0.0,rho
2025-02-16,0.8,0.625,,2111.169183259259,1839.9601858518536,1200.0,1467.117555555557,10800.0,83468.979915,52532.61831656151,28.319375000000036,128.83899656250017,52661.45731312401,4268.344563539097,1,0,0.0,rho
2025-02-17,0.8,0.625,,1839.9601858518536,1718.465842851853,1200.0,1376.5915333333342,10800.0,82930.20755349999,51928.71244243675,0.0,0.0,51928.71244243675,8193.150868709889,0,0,0.0,rho
