date,alpha,rho,terminal,soc0_actual,soc24_actual,soc24_plan,soc_min_actual,soc_max_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh,emergency_slots,n_simultaneous_plan,max_unserved_kwh,dispatch
2025-02-19,0.8,0.0,2400.0,2807.244491111111,2757.366929222225,2400.0,1516.0496777777794,10800.0,80684.7693512,50131.053867439,43.72858400000007,193.8397689380003,50324.893636377,3546.1171038452694,2,0,0.0,greedy
2025-02-20,0.8,0.0,2400.0,2757.366929222225,3455.5345465185196,2400.0,1769.787056222222,10800.0,83467.128474,52267.841181666605,0.0,0.0,52267.841181666605,7779.93316932923,0,0,0.0,greedy
2025-02-21,0.8,0.0,2400.0,3455.5345465185196,3845.7408149259254,2400.0,2226.9262444444444,10800.0,38150.655178,20458.2303898576,0.0,0.0,20458.2303898576,8993.691353226348,0,0,0.0,greedy
2025-02-22,0.8,0.0,2400.0,3845.7408149259254,3576.549555407407,2400.0,1903.0764481481476,10800.0,36251.8879478,19398.62342034124,0.0,0.0,19398.62342034124,5646.592678211522,0,0,0.0,greedy
2025-02-23,0.8,0.0,2400.0,3576.549555407407,3012.052062222224,2400.0,1513.6753814814824,10800.0,80514.31842282,50448.17202239188,0.0,0.0,50448.17202239188,5604.463400379671,0,0,0.0,greedy
2025-02-24,0.8,0.0,2400.0,3012.052062222224,3047.9261347777788,2400.0,1544.404595888889,10800.0,80135.74866099999,49745.832956227096,0.0,0.0,49745.832956227096,8148.766502761324,0,0,0.0,greedy
2025-02-25,0.8,0.0,2400.0,3047.9261347777788,2444.6153160740764,2400.0,1205.8565762962987,10800.0,77246.26818700001,47603.7451346276,70.19905433333338,314.08444768950017,47917.8295823171,8341.417543975309,2,0,0.0,greedy
2025-02-26,0.8,0.0,2400.0,2444.6153160740764,3138.9964025555587,2400.0,1527.6707555555572,10800.0,77947.900356,48059.598693395295,0.0,0.0,48059.598693395295,4400.038930823049,0,0,0.0,greedy
2025-02-27,0.8,0.0,2400.0,3138.9964025555587,3154.88091666667,2400.0,1545.2508666666693,10800.0,78543.1057072,48751.8269547968,0.0,0.0,48751.8269547968,7274.156544957212,0,0,0.0,greedy
2025-02-28,0.8,0.0,2400.0,3154.88091666667,3663.63036714815,2400.0,2043.3043629629644,10800.0,36967.5632847,19783.631589599958,0.0,0.0,19783.631589599958,10052.627000502474,0,0,0.0,greedy
2025-03-01,0.8,0.0,2400.0,3663.63036714815,3450.99747185185,2400.0,1877.0321518518504,10800.0,35216.6460307,18750.364008474862,0.0,0.0,18750.364008474862,8911.070162099179,0,0,0.0,greedy
2025-03-02,0.8,0.0,2400.0,3450.99747185185,2502.382901111111,2400.0,1200.0,10800.0,75348.09448300001,46775.2639870028,896.32671093333,6061.312383775211,52836.57637077801,643.3579523045253,7,0,0.0,greedy
2025-03-03,0.8,0.0,2400.0,2502.382901111111,2580.01368,2400.0,1200.0,10800.0,75553.913946,46428.549694808,1869.932718133328,10815.57061686265,57244.12031167065,943.0025165020589,13,0,0.0,greedy
2025-03-04,0.8,0.0,2400.0,2580.01368,2578.383256814814,2400.0,1200.0,10800.0,74074.96523999999,45433.24363209499,110.53188366666494,548.377681446158,45981.62131354115,531.9888081069978,3,0,0.0,greedy
2025-03-05,0.8,0.0,2400.0,2578.383256814814,2905.5922197777786,2400.0,1280.8636629629636,10800.0,76289.07312690001,46654.57548421892,4.775773100000151,21.92766453373403,46676.50314875265,5742.262756049386,2,0,0.0,greedy
2025-03-06,0.8,0.0,2400.0,2905.5922197777786,3125.8994667407424,2400.0,1692.1723777777795,10800.0,77777.3695542,48248.47133607222,0.0,0.0,48248.47133607222,7721.2868292781895,0,0,0.0,greedy
2025-03-07,0.8,0.0,2400.0,3125.8994667407424,3746.635006703703,2400.0,2177.7105370370355,10800.0,35109.9149261,18852.91180854588,0.0,0.0,18852.91180854588,10683.107840709057,0,0,0.0,greedy
2025-03-08,0.8,0.0,2400.0,3746.635006703703,3621.517020703706,2400.0,1825.2214155555548,10800.0,32047.308476,17322.9539367354,0.0,0.0,17322.9539367354,10395.534804271603,0,0,0.0,greedy
2025-03-09,0.8,0.0,2400.0,3621.517020703706,3031.581889407408,2400.0,1550.824414814815,10800.0,75644.002924,46873.8290567098,0.0,0.0,46873.8290567098,9166.66663984363,0,0,0.0,greedy
2025-03-10,0.8,0.0,2400.0,3031.581889407408,2964.04253266667,2400.0,1462.41174814815,10800.0,75406.6070966,46451.94928495925,0.0,0.0,46451.94928495925,3419.9220482716073,0,0,0.0,greedy
2025-03-11,0.8,0.0,2400.0,2964.04253266667,2666.248876703704,2400.0,1200.0,10800.0,70515.487727,42751.539399468704,592.177819366662,4040.4472144853853,46791.98661395409,3558.6846820164646,3,0,0.0,greedy
2025-03-12,0.8,0.0,2400.0,2666.248876703704,2911.2353263333334,2400.0,1461.5384888888887,10800.0,72455.04541,44126.199811082,0.0,0.0,44126.199811082,5885.1708900823105,0,0,0.0,greedy
2025-03-13,0.8,0.0,2400.0,2911.2353263333334,3005.7468242592618,2400.0,1415.6473592592602,10800.0,74341.66631,45674.471264405,0.0,0.0,45674.471264405,2427.0463923868347,0,0,0.0,greedy
2025-03-14,0.8,0.0,2400.0,3005.7468242592618,3959.9728653333336,2400.0,2066.4562444444446,10800.0,33721.322665,18117.234420498,0.0,0.0,18117.234420498,13888.430839732513,0,0,0.0,greedy
2025-03-15,0.8,0.0,2400.0,3959.9728653333336,2943.4014013333344,2400.0,1624.5715470370374,10800.0,31371.165,16727.1734345265,0.0,0.0,16727.1734345265,8881.67959128807,0,0,0.0,greedy
2025-03-16,0.8,0.0,2400.0,2943.4014013333344,3288.094833777782,2400.0,1784.0209777777814,10800.0,73069.40939,44691.687342804995,1.6400000000001,7.461180000000455,44699.14852280499,5566.555520534987,1,0,0.0,greedy
2025-03-17,0.8,0.0,2400.0,3288.094833777782,3151.4647289259287,2400.0,1437.7054888888906,10800.0,73043.96238000001,44540.292461629,0.0,0.0,44540.292461629,11808.92465633746,0,0,0.0,greedy
2025-03-18,0.8,0.0,2400.0,3151.4647289259287,2617.3655647777778,2400.0,1200.0,10800.0,67790.766697,40920.5401044447,298.9292516333318,1450.5622055196259,42371.10230996433,3414.5919613991837,5,0,0.0,greedy
2025-03-19,0.8,0.0,2400.0,2617.3655647777778,3308.164620814818,2400.0,1325.7542438148175,10800.0,71004.383502,43062.939911856796,0.0,0.0,43062.939911856796,6733.508046090545,0,0,0.0,greedy
2025-03-20,0.8,0.0,2400.0,3308.164620814818,3033.5025930000024,2400.0,1427.0235074074094,10800.0,70698.3798741,43184.027218785595,0.0,0.0,43184.027218785595,4744.476490699587,0,0,0.0,greedy
