date,alpha,rho,terminal,soc0_actual,soc24_actual,soc24_plan,soc_min_actual,soc_max_actual,purchase_kwh,plan_cost,emergency_kwh,emergency_cost,total_cost,curtail_kwh,emergency_slots,n_simultaneous_plan,max_unserved_kwh,dispatch
2025-02-01,0.825,0.625,2400.0,6000.0,3675.6008825185186,2400.0,2063.9097592592593,10800.0,43723.271483200006,23261.34715229928,0.0,0.0,23261.34715229928,8638.344739619755,0,0,0.0,rho
2025-02-02,0.825,0.625,2400.0,3675.6008825185186,3038.5477858148142,2400.0,1429.8985999999986,10800.0,89879.03457779999,57116.88324638528,0.0,0.0,57116.88324638528,8008.963632716055,0,0,0.0,rho
2025-02-03,0.825,0.625,2400.0,3038.5477858148142,2555.3698930370374,2400.0,1200.0,10800.0,84519.889037,52596.1731361499,712.4096542666637,4735.671014880198,57331.84415103009,979.584498683133,7,0,0.0,rho
2025-02-04,0.825,0.625,2400.0,2555.3698930370374,2351.718960037038,2400.0,1200.0,10800.0,83830.22333899999,52369.332988497496,2337.389259099993,14710.745206218402,67080.0781947159,655.9904756790177,16,0,0.0,rho
2025-02-05,0.825,0.625,2400.0,2351.718960037038,2598.9613678518526,2400.0,1200.0,10651.013973000005,84085.866537,52347.6076211195,1693.7133083866547,9596.864441916676,61944.47206303618,282.24310000000105,15,0,0.0,rho
2025-02-06,0.825,0.625,2400.0,2598.9613678518526,2959.935469074076,2400.0,1694.8319592592609,10800.0,88981.7663586,56407.05132340528,14.119395066666812,82.47844628193418,56489.529769687215,3893.847791485602,1,0,0.0,rho
2025-02-07,0.825,0.625,2400.0,2959.935469074076,3628.0674742962956,2400.0,2049.3775962962945,10800.0,46891.038292,24937.020320717802,0.0,0.0,24937.020320717802,10862.291862905366,0,0,0.0,rho
2025-02-08,0.825,0.625,2400.0,3628.0674742962956,3170.9443415925907,2400.0,1636.5118111111092,10800.0,39298.6349702,20753.65838421452,0.0,0.0,20753.65838421452,4820.488803656791,0,0,0.0,rho
2025-02-09,0.825,0.625,2400.0,3170.9443415925907,2693.391073074074,2400.0,1408.2257333333332,10800.0,86489.31338159999,54636.356783277224,0.0,0.0,54636.356783277224,3076.8731234979527,0,0,0.0,rho
2025-02-10,0.825,0.625,2400.0,2693.391073074074,2803.202071592593,2400.0,1468.9787678148152,10800.0,87115.498576,54851.7180138222,0.0,0.0,54851.7180138222,8763.830102526746,0,0,0.0,rho
2025-02-11,0.825,0.625,2400.0,2803.202071592593,2442.7768638518532,2400.0,1200.0,10800.0,82468.27045509999,51220.63691171078,517.1109962666673,3274.893892681129,54495.530804391914,3720.6243967901305,10,0,0.0,rho
2025-02-12,0.825,0.625,2400.0,2442.7768638518532,2699.722097259265,2400.0,1270.0478680740791,10800.0,83763.583241,52198.267581145206,0.0,0.0,52198.267581145206,3928.861485358032,0,0,0.0,rho
2025-02-13,0.825,0.625,2400.0,2699.722097259265,3013.6953881851864,2400.0,1458.6790592592595,10800.0,84219.94101099999,52861.8245539434,0.0,0.0,52861.8245539434,8664.26832231689,0,0,0.0,rho
2025-02-14,0.825,0.625,2400.0,3013.6953881851864,3439.512033592592,2400.0,1851.838542592592,10800.0,38002.545286,20218.263599867,0.0,0.0,20218.263599867,4346.8955819464945,0,0,0.0,rho
2025-02-15,0.825,0.625,2400.0,3439.512033592592,3026.9445666481492,2400.0,1683.2548746111108,10800.0,36878.82959235,19597.56562719671,0.0,0.0,19597.56562719671,4805.0419872345665,0,0,0.0,rho
2025-02-16,0.825,0.625,2400.0,3026.9445666481492,2818.734431518521,2400.0,1341.2937333333343,10800.0,81048.344138,50420.70519082309,69.7269631999964,337.2772317023823,50757.98242252548,1580.2548793251076,2,0,0.0,rho
2025-02-17,0.825,0.625,2400.0,2818.734431518521,2713.3913688518546,2400.0,1287.0004777777795,10800.0,80346.83396399999,49673.8404977794,0.0,0.0,49673.8404977794,5277.764443337445,0,0,0.0,rho
2025-02-18,0.825,0.625,2400.0,2713.3913688518546,2518.8567064074077,2400.0,1200.0,10800.0,77197.03279971,47407.266379231325,360.4932230566647,2394.6670916549583,49801.93347088628,1331.451726246919,5,0,0.0,rho
2025-02-19,0.825,0.625,2400.0,2518.8567064074077,2363.154703088892,2400.0,1245.1472636814835,10800.0,78683.349759,48360.287333662505,746.7647377499993,3606.8362113226626,51967.12354498517,2199.9403013168803,10,0,0.0,rho
2025-02-20,0.825,0.625,2400.0,2363.154703088892,3252.607797407408,2400.0,1675.9942770740734,10800.0,82074.100871,50903.0138277989,0.0,0.0,50903.0138277989,5968.671654901243,0,0,0.0,rho
2025-02-21,0.825,0.625,2400.0,3252.607797407408,3564.044980777778,2400.0,2021.1385611111111,10800.0,37319.620511,19776.5039103964,0.0,0.0,19776.5039103964,8200.349174024692,0,0,0.0,rho
2025-02-22,0.825,0.625,2400.0,3564.044980777778,3338.4624316296286,2400.0,1710.02641111111,10800.0,35541.537873,18782.4978357128,0.0,0.0,18782.4978357128,4824.951196004117,0,0,0.0,rho
2025-02-23,0.825,0.625,2400.0,3338.4624316296286,2767.89354814815,2400.0,1401.6807037037056,10800.0,78985.49708700001,49183.8194395687,0.0,0.0,49183.8194395687,3951.9130981851877,0,0,0.0,rho
2025-02-24,0.825,0.625,2400.0,2767.89354814815,2821.0065810000006,2400.0,1398.3764333333338,10800.0,78415.25700399998,48328.4046875889,0.0,0.0,48328.4046875889,6230.933076485604,0,0,0.0,rho
2025-02-25,0.825,0.625,2400.0,2821.0065810000006,2391.9629523333333,2400.0,1200.0,10800.0,75506.03476499999,46236.879629049,302.8852365333338,1712.5711022365363,47949.450731285535,6482.579226502054,10,0,0.0,rho
2025-02-26,0.825,0.625,2400.0,2391.9629523333333,2793.847249259259,2400.0,1200.0,10800.0,75660.382055,46395.7575344005,154.07346559999826,1074.8164960255879,47470.57403042609,2445.935727901241,1,0,0.0,rho
2025-02-27,0.825,0.625,2400.0,2793.847249259259,2905.2944104074136,2400.0,1300.6347268518516,10800.0,76186.0123305,46879.884216290826,55.950201033332874,275.6712497116811,47155.55546600251,4657.97324329219,3,0,0.0,rho
2025-02-28,0.825,0.625,2400.0,2905.2944104074136,3398.512887222224,2400.0,1854.57428851852,10800.0,36047.733634,19096.921200118202,0.0,0.0,19096.921200118202,9093.320821411531,0,0,0.0,rho
2025-03-01,0.825,0.625,2400.0,3398.512887222224,3223.1221614444426,2400.0,1745.1020740740726,10800.0,34272.79275383,18086.410891361866,0.0,0.0,18086.410891361866,7891.791174694203,0,0,0.0,rho
2025-03-02,0.825,0.625,2400.0,3223.1221614444426,2404.1745974444443,2400.0,1200.0,10766.733395518519,73085.35913,45089.9110325896,2730.555964833331,18280.18817779098,63370.099210380584,309.2622700000006,16,0,0.0,rho
2025-03-03,0.825,0.625,2400.0,2404.1745974444443,2507.277549814815,2400.0,1200.0,10800.0,74103.02672000001,45401.453739451,2823.3882060666647,16010.919054001464,61412.372793452465,551.8286837860146,19,0,0.0,rho
2025-03-04,0.825,0.625,2400.0,2507.277549814815,2454.6223649259255,2400.0,1268.4587303703697,10800.0,74453.854361,45641.2116595884,399.7981148833312,1952.3222866439141,47593.53394623232,1337.3388157037052,6,0,0.0,rho
2025-03-05,0.825,0.625,2400.0,2454.6223649259255,2811.038024851853,2400.0,1200.0,10800.0,77269.484668,47142.2590425698,79.03324666666629,533.4739611933302,47675.73300376313,6826.809231012348,4,0,0.0,rho
2025-03-06,0.825,0.625,2400.0,2811.038024851853,3067.6101651111117,2400.0,1612.4383444444454,10800.0,78802.50267100001,48822.5196381874,0.0,0.0,48822.5196381874,8741.085250983546,0,0,0.0,rho
