date,period,charge_kwh,discharge_kwh
2025-03-20,0:00-4:00,6110.164296666667,40.37604666666664
2025-03-20,4:00-8:00,2731.2443106172823,4543.413689233334
2025-03-20,8:00-12:00,5458.123683333333,3265.5568
2025-03-20,12:00-16:00,3876.1341597119385,266.64350999999965
2025-03-20,16:00-20:00,178.50032041152295,5844.173736666667
2025-03-20,20:00-24:00,1815.786073333334,2596.985293333333
2025-03-20,soc_0_24,3448.7210795185197,3204.846332629632
2025-06-21,0:00-4:00,438.6940233333337,1334.2376566666665
2025-06-21,4:00-8:00,2036.7071499999997,1735.7981766666667
2025-06-21,8:00-12:00,9490.793259135804,0.0
2025-06-21,12:00-16:00,0.0,0.0
2025-06-21,16:00-20:00,0.0,5235.569033333333
2025-06-21,20:00-24:00,2268.7075166666673,3017.499916666666
2025-06-21,soc_0_24,3441.575936703705,3671.7601538888894
2025-09-23,0:00-4:00,5690.99431,0.0
2025-09-23,4:00-8:00,2779.1606076543176,5767.237906666665
2025-09-23,8:00-12:00,4774.600266666666,2387.9402999999993
2025-09-23,12:00-16:00,5524.2956512345645,473.2695733333329
2025-09-23,16:00-20:00,87.83878666666703,6223.91439
2025-09-23,20:00-24:00,1952.8341600000006,2276.1770610333356
2025-09-23,soc_0_24,3214.2202085185213,2911.261355814815
2025-12-21,0:00-4:00,8409.72406279835,134.68409666666662
2025-12-21,4:00-8:00,149.99736213992003,18.91402333333326
2025-12-21,8:00-12:00,5114.35841,7735.020093733333
2025-12-21,12:00-16:00,7175.924936172841,2220.1094166666667
2025-12-21,16:00-20:00,0.0,4779.927206666666
2025-12-21,20:00-24:00,1901.4134166666674,3622.7940999999996
2025-12-21,soc_0_24,3266.9152953333355,3174.9150675925925
