date,total_cost,plan_cost,emergency_cost,emergency_kwh,label
2025-02-01,18106.148852712704,18994.200659918402,0.0,0.0,LA_h24_q65
2025-02-02,61949.81900380914,61510.8005180634,1720.4866778655903,271.4557711999985,LA_h24_q65
2025-02-03,65533.474842449876,61389.3635677452,4280.785748405074,717.6677743999984,LA_h24_q65
2025-02-04,64794.355128217496,63125.190769559,0.0,0.0,LA_h24_q65
2025-02-05,64094.76597101538,57800.8941165905,1034.7614722740834,161.41655249999744,LA_h24_q65
2025-02-06,64219.08372081422,66067.31613514997,265.4550730973338,42.14488433333338,LA_h24_q65
2025-02-07,18411.396890369502,19343.684173098,213.73906194019838,52.59944069999957,LA_h24_q65
2025-02-08,16208.49824172765,14949.3369581187,0.0,0.0,LA_h24_q65
2025-02-09,61953.10499348735,60474.6475785536,0.0,0.0,LA_h24_q65
2025-02-10,55584.106518789435,54808.016709222735,195.7267807523343,39.33921433333353,LA_h24_q65
2025-02-11,58627.79881874143,53803.2089837831,1719.3945137579806,326.95209163332663,LA_h24_q65
2025-02-12,60341.28443494892,55213.20576046221,4496.148806052201,840.2469867666639,LA_h24_q65
2025-02-13,52803.53810384501,52267.96727244668,54.22433359599967,10.7844736666666,LA_h24_q65
2025-02-14,15906.0564706615,15240.9448511134,0.0,0.0,LA_h24_q65
2025-02-15,15881.4968955843,15673.8540248274,0.0,0.0,LA_h24_q65
2025-02-16,57275.31283560581,57787.190132734904,172.41107071866708,32.79927400000008,LA_h24_q65
2025-02-17,54807.92447215445,56172.543164675735,550.9631259842636,87.91761280666265,LA_h24_q65
2025-02-18,55190.30017818575,45958.14333594772,124.42297586524279,25.163936336666893,LA_h24_q65
2025-02-19,56393.45049609586,47660.63287001409,2784.0102906977077,543.3379010333317,LA_h24_q65
2025-02-20,53312.466522700444,53411.999355058695,358.89322198,65.99036000000001,LA_h24_q65
2025-02-21,15124.056378415402,15131.738268798801,0.0,0.0,LA_h24_q65
2025-02-22,15254.421373318848,15046.576704052903,0.0,0.0,LA_h24_q65
2025-02-23,52739.58904419605,51490.344977232904,6.9218372666671915,1.3388466666667682,LA_h24_q65
2025-02-24,49569.6378775395,49024.928578951,252.96717298050038,49.63221900000008,LA_h24_q65
2025-02-25,48485.178241193644,47345.48383207794,461.9360997420005,89.96551066666677,LA_h24_q65
2025-02-26,51940.33594774104,44276.50525813543,529.0908757868734,102.17540423333462,LA_h24_q65
2025-02-27,47254.27574059467,45602.3994912551,217.04781231866735,43.51260760000014,LA_h24_q65
2025-02-28,14303.6689414106,14368.0534756356,0.0,0.0,LA_h24_q65
2025-03-01,16057.649018385706,15095.8070306682,1652.7443440917552,357.6881551666676,LA_h24_q65
2025-03-02,57998.23954054491,52536.7057888874,4603.779251282367,841.0875342999973,LA_h24_q65
2025-03-03,53301.79636377417,52722.364652308,244.11551677871827,72.88886876666676,LA_h24_q65
2025-03-04,50870.2572213006,43971.295956903,3.1064865000005213,0.6247333333334382,LA_h24_q65
2025-03-05,47042.689145547454,46270.4860863229,32.736535900001016,6.618300000000204,LA_h24_q65
2025-03-06,46057.3396606869,44546.8898870892,0.0,0.0,LA_h24_q65
2025-03-07,14693.491479143993,14563.184252722498,821.2226447474451,219.53281376666945,LA_h24_q65
2025-03-08,14234.311549705464,12811.16442786907,0.0,0.0,LA_h24_q65
2025-03-09,45339.228584725,45258.5112848107,0.0,0.0,LA_h24_q65
2025-03-10,49777.59840187962,44708.58191076999,544.1370504007779,84.61157679999656,LA_h24_q65
2025-03-11,48652.01827806615,36077.3084706417,0.0,0.0,LA_h24_q65
2025-03-12,44482.05081368379,43140.7582356736,473.1468520764864,96.97402103333391,LA_h24_q65
2025-03-13,48194.120008995844,46280.935381343006,365.87818014698587,58.56369366666445,LA_h24_q65
2025-03-14,12763.976423071072,12874.111496085801,0.0,0.0,LA_h24_q65
2025-03-15,13630.733478386768,12528.2805705282,750.0734866954176,247.10944269999996,LA_h24_q65
2025-03-16,45407.21711872,43349.0451273449,8.081100000000493,1.6400000000001,LA_h24_q65
2025-03-17,41717.60149674271,38697.0556588717,573.8757206666561,115.83354999999786,LA_h24_q65
2025-03-18,42933.08672552491,42830.99692541482,0.0,0.0,LA_h24_q65
2025-03-19,42773.994476872955,36418.029575706154,0.0,0.0,LA_h24_q65
2025-03-20,43706.209489050154,42561.9704582846,443.2023786917968,67.00973369999952,LA_h24_q65
2025-03-21,12534.527804738791,12046.3894714356,650.1552015832617,216.94536423333184,LA_h24_q65
2025-03-22,12427.625005220203,12576.766328963902,0.0,0.0,LA_h24_q65
2025-03-23,42288.1397947989,42261.6546044,1418.342955741899,248.07256743333306,LA_h24_q65
2025-03-24,40585.7434046974,39872.2700992834,0.0,0.0,LA_h24_q65
2025-03-25,42940.9222154895,41493.969013483,0.0,0.0,LA_h24_q65
2025-03-26,39817.43835062605,37952.072554317,1254.1599599371452,194.79070589999924,LA_h24_q65
2025-03-27,39891.15578034812,40405.116540021096,0.0,0.0,LA_h24_q65
2025-03-28,12696.359216331937,12177.717861659201,695.8235626603355,166.36546626666717,LA_h24_q65
2025-03-29,11995.975802136187,11515.300657996999,240.7852491451875,58.77828613333028,LA_h24_q65
2025-03-30,37649.4705239768,38537.4705189154,0.0,0.0,LA_h24_q65
2025-03-31,38573.044723448395,34634.4824856149,0.0,0.0,LA_h24_q65
2025-04-01,43536.94940751665,39614.5776016067,0.0,0.0,LA_h24_q65
2025-04-02,42907.711783261824,38954.381335517806,1684.1092434674242,252.94521530000367,LA_h24_q65
2025-04-03,40405.70462402845,41442.2218242804,638.2352572026522,92.05094933333123,LA_h24_q65
2025-04-04,11584.864555921167,11392.7214528796,368.991523717268,89.05310093333367,LA_h24_q65
2025-04-05,11618.309603137805,10974.0226727543,384.18202058254036,121.24594656666423,LA_h24_q65
2025-04-06,39856.663256097716,37902.723160702,1684.2472695082097,270.3877600999988,LA_h24_q65
2025-04-07,36806.22205656311,32970.0035755353,837.5127530993583,166.42852666666485,LA_h24_q65
2025-04-08,37916.43297300614,35522.9012191879,101.99040806449946,45.21429169999976,LA_h24_q65
2025-04-09,42255.17221183455,36749.377435659,2833.358064219051,446.3614196333311,LA_h24_q65
2025-04-10,38937.5250369423,37235.0759543797,1156.7628978970954,190.92709803333247,LA_h24_q65
2025-04-11,10933.655214308561,10359.2244739956,55.67338207231171,33.572360990000874,LA_h24_q65
2025-04-12,10562.7686858043,10760.6027734034,0.0,0.0,LA_h24_q65
2025-04-13,36955.82489815884,34896.928804253905,656.8014607512102,117.05064353333478,LA_h24_q65
2025-04-14,37039.9329257149,36753.406205195,1487.9680036687207,228.6543224999955,LA_h24_q65
2025-04-15,35030.073178849845,30151.431796892102,12.188472100835877,2.2756259999978283,LA_h24_q65
2025-04-16,39496.640319801074,34210.443565505804,1621.063089054519,243.85931063333362,LA_h24_q65
2025-04-17,37395.70960793588,33026.9158183556,1353.085065248387,207.08372593333138,LA_h24_q65
2025-04-18,10693.248092447202,10547.795997941801,0.0,0.0,LA_h24_q65
2025-04-19,10611.289202526144,9942.77271054281,0.0,0.0,LA_h24_q65
2025-04-20,35432.996716150104,32532.167531043804,0.0,0.0,LA_h24_q65
2025-04-21,34696.288239187204,33787.5434180451,1440.7458184038037,266.5947754000002,LA_h24_q65
2025-04-22,36338.9488878508,30216.2852757991,0.0,0.0,LA_h24_q65
2025-04-23,36033.381513423636,30102.6877957805,671.0484698153905,96.33196523333197,LA_h24_q65
2025-04-24,34905.14684518695,31561.229301580202,2049.3644484609954,305.19594949999924,LA_h24_q65
2025-04-25,9891.767030161536,9791.0465999386,234.87110596262607,105.71934373333089,LA_h24_q65
2025-04-26,10244.010494289809,9680.7201917959,360.06742678010886,135.14072243333123,LA_h24_q65
2025-04-27,34664.96685143612,30559.7971199817,1173.494426794567,186.80820496666624,LA_h24_q65
2025-04-28,39641.735158476724,36372.14942723355,342.4286627930065,67.69790223333175,LA_h24_q65
2025-04-29,33963.5678520457,28920.2239727486,395.5219277895946,59.76457053333252,LA_h24_q65
2025-04-30,32631.211823690872,28594.5201792074,1488.1005504974719,252.335064333329,LA_h24_q65
2025-05-01,48979.79101783315,32101.03819985137,13023.009777238338,2548.5675300000003,LA_h24_q65
2025-05-02,14643.972897152747,12112.6180172308,2517.916734535992,598.1375740333319,LA_h24_q65
2025-05-03,15660.800196054222,10951.1318057651,4514.089103503808,988.1373404333315,LA_h24_q65
2025-05-04,41602.98168682088,34197.1734489754,6727.760366687151,1272.4407343100047,LA_h24_q65
2025-05-05,39609.34156193827,37368.4606965992,2282.990799251574,351.6422875333294,LA_h24_q65
2025-05-06,39137.660373571096,32339.583361017198,0.0,0.0,LA_h24_q65
2025-05-07,40036.34152294263,34882.208873511,979.3929185526337,150.0829528666666,LA_h24_q65
2025-05-08,38540.821051220504,38023.13219571,0.0,0.0,LA_h24_q65
2025-05-09,13018.942621114698,13064.7732448953,0.0,0.0,LA_h24_q65
2025-05-10,11876.21907243026,11731.870438527407,0.0,0.0,LA_h24_q65
2025-05-11,41167.98583533075,35742.632241066,2659.01889021645,387.95558679999755,LA_h24_q65
2025-05-12,38081.82415922075,32326.807246209202,0.0,0.0,LA_h24_q65
2025-05-13,38781.87123535735,33935.5390146726,2133.6928347860526,334.7512671999978,LA_h24_q65
2025-05-14,36452.251758477054,34307.05169469,0.0,0.0,LA_h24_q65
2025-05-15,37641.6465073742,36036.9857871806,20.7190788549973,9.526013266665426,LA_h24_q65
2025-05-16,11513.030756481889,11417.736981735601,180.63477904783747,106.5599159333357,LA_h24_q65
2025-05-17,12245.700082425963,11355.47333368027,233.8688686262295,48.519088966662636,LA_h24_q65
2025-05-18,37664.565569919694,37329.0768485226,34.42846500000008,5.236666666666679,LA_h24_q65
2025-05-19,36047.98382845058,32732.532467314697,2320.1373515866853,354.5896838333336,LA_h24_q65
2025-05-20,38885.719798357924,31911.3382755246,1416.2570462647266,211.82426656666564,LA_h24_q65
2025-05-21,37335.69423500336,31583.638172829502,523.9194478490012,144.21062743333323,LA_h24_q65
2025-05-22,34972.21109202916,33720.6154721409,76.64285824163966,19.194512200000872,LA_h24_q65
2025-05-23,11965.0496189267,10928.7735324344,0.0,0.0,LA_h24_q65
2025-05-24,11382.886216047254,11396.22347672364,0.0,0.0,LA_h24_q65
2025-05-25,34868.386747546814,33444.114263767595,159.05838875412354,31.37988959999818,LA_h24_q65
2025-05-26,38272.11998531769,32531.420447935,147.42429812803525,23.36152889999737,LA_h24_q65
2025-05-27,35511.51585031565,30581.2424711354,0.0,0.0,LA_h24_q65
2025-05-28,36137.678606080146,33359.2141583572,0.0,0.0,LA_h24_q65
2025-05-29,40828.34230457055,34071.76598593251,291.26989834209337,43.28764673332739,LA_h24_q65
2025-05-30,12050.1790771829,11600.0207958928,0.0,0.0,LA_h24_q65
2025-05-31,11376.461137474009,11704.667234561919,0.0,0.0,LA_h24_q65
2025-06-01,66061.41395485148,48261.5564509588,9105.31657956995,1938.3648962666616,LA_h24_q65
2025-06-02,55841.07048998713,52507.14931399675,3082.0335877251473,731.4636464999992,LA_h24_q65
2025-06-03,58765.008022905815,46113.546719150996,6727.912651334596,1086.007599366666,LA_h24_q65
2025-06-04,55869.48138185052,56417.65524883079,994.8150148612355,147.66743276666654,LA_h24_q65
2025-06-05,55168.149802982196,49638.1268975043,1242.9685597340022,178.90620600000034,LA_h24_q65
2025-06-06,25668.36790581464,16079.840600652,5710.5989365372925,1539.2927639333307,LA_h24_q65
2025-06-07,20028.747822330613,18065.8052329841,1386.6715110266618,216.73515333333256,LA_h24_q65
2025-06-08,50352.98255786177,48267.587828334006,1.393361916666021,0.1983433333332414,LA_h24_q65
2025-06-09,55384.65966669046,54818.58979940369,1368.800325125168,194.78288033333354,LA_h24_q65
2025-06-10,55784.45245267793,49153.44679240748,1036.8132271585207,218.0247350333339,LA_h24_q65
2025-06-11,60646.87187809218,52727.14368118429,1171.197135283323,224.56764999999797,LA_h24_q65
2025-06-12,54070.22632894165,52835.820052731695,0.0,0.0,LA_h24_q65
2025-06-13,18833.969955532004,19085.682454058802,0.0,0.0,LA_h24_q65
2025-06-14,17809.68139566697,17907.1716489576,218.27557942666562,40.64630666666649,LA_h24_q65
2025-06-15,53882.514066757714,48768.3621384659,191.223501081667,27.84265133333338,LA_h24_q65
2025-06-16,56021.81232327739,50864.8138070424,513.0082701458339,76.04499533333342,LA_h24_q65
2025-06-17,57957.13044758614,50914.528064818194,1129.6299209053986,273.20926979999865,LA_h24_q65
2025-06-18,55357.232688117336,51165.10927795959,24.61645331233394,3.6406793333334235,LA_h24_q65
2025-06-19,54872.16675380522,47473.96451052666,1001.4486184775018,144.08627233333357,LA_h24_q65
2025-06-20,17002.351482307604,17174.119581545703,0.0,0.0,LA_h24_q65
2025-06-21,16868.784729351402,16673.7931857847,0.0,0.0,LA_h24_q65
2025-06-22,50803.740767132826,46301.253069720304,228.35438550101776,33.53346910000016,LA_h24_q65
2025-06-23,50271.46604594219,47336.98662488461,439.8401419990296,106.03151496666507,LA_h24_q65
2025-06-24,58772.201980622856,56020.712459540344,358.5962310651676,50.90268433333347,LA_h24_q65
2025-06-25,53533.774642287746,47009.703628819196,130.7053537440011,18.731252000000154,LA_h24_q65
2025-06-26,50227.37916496084,45907.97964510108,804.2579842568337,114.7037846666667,LA_h24_q65
2025-06-27,17030.81406752166,16670.3945829362,891.1674778561612,143.8901969999991,LA_h24_q65
2025-06-28,16013.21913199586,15969.9704414964,0.0,0.0,LA_h24_q65
2025-06-29,53480.482697257554,45857.18383268238,26.11410458999973,3.8431353333332936,LA_h24_q65
2025-06-30,51019.1220209979,49344.6396226425,739.0779580765018,104.91822300000024,LA_h24_q65
2025-07-01,75781.82585040713,45173.6554809785,3827.7080988833177,1258.948773666661,LA_h24_q65
